IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP74;IP_PROP265;IP_PROP61;IP_PROP79;IP_PROP330;IP_PROP350;IP_PROP333;IP_PROP336;IP_PROP337;IP_PROP352;IP_PROP355;IP_PROP340;IP_PROP345;IP_PROP341;IP_PROP342;IP_PROP343;IP_PROP344;IP_PROP353;IP_PROP351;CV_PRICE_1;CV_CURRENCY_1
3905;Стеллаж производственный СТП-П-10/4 (1000х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-10-4-1000x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;400;1000;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;12 694;RUB
3906;Стеллаж производственный СТП-П-10/5 (1000х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-10-5-1000x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;500;1000;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;13 773;RUB
3907;Стеллаж производственный СТП-П-10/6 (1000х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-10-6-1000x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;600;1000;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;17 239;RUB
3908;Стеллаж производственный СТП-П-12/4 (1200х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-12-4-1200x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;400;1200;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;14 048;RUB
3909;Стеллаж производственный СТП-П-12/5 (1200х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-12-5-1200x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;500;1200;ООО «АССУМ»;Россия;296;;разборная;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;15 339;RUB
3910;Стеллаж производственный СТП-П-12/6 (1200х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-12-6-1200x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;600;1200;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;18 683;RUB
3911;Стеллаж производственный СТП-П-15/4 (1500х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-15-4-1500x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;400;1500;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;16 058;RUB
3912;Стеллаж производственный СТП-П-15/5 (1500х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-15-5-1500x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;500;1500;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;17 490;RUB
3913;Стеллаж производственный СТП-П-15/6 (1500х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-15-6-1500x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;600;1500;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;21 037;RUB
3914;Стеллаж производственный СТП-П-18/4 (1800х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-18-4-1800x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;400;1800;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;17 897;RUB
3915;Стеллаж производственный СТП-П-18/5 (1800х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-18-5-1800x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;500;1800;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;19 743;RUB
3916;Стеллаж производственный СТП-П-18/6 (1800х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-18-6-1800x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;600;1800;ООО «АССУМ»;Россия;296;;разборная;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;;;23 530;RUB
3917;Стеллаж производственный СТП-П-6/4 (600х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-6-4-600x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;400;600;ООО «АССУМ»;Россия;296;;разборная;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 1.5 мм);;10 151;RUB
3918;Стеллаж производственный СТП-П-6/5 (600х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-6-5-600x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;500;600;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;10 775;RUB
3919;Стеллаж производственный СТП-П-6/6 (600х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;;html;stellazh-proizvodstvennyj-stp-p-6-6-600x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-sploshnye-polki.png;Навести порядок в моечных отделениях, складах, магазинах помогает стеллаж производственный. Их использует как устройство для хранения кухонного инвентаря.;1800;600;600;ООО «АССУМ»;Россия;296;;разборная;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;сплошные;со сплошной полкой;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;14 005;RUB
3921;Стеллаж производственный СТПП-П-10/4 (1000х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-10-4-1000x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;400;1000;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;12 868;RUB
3922;Стеллаж производственный СТПП-П-10/5 (1000х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-10-5-1000x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;500;1000;ООО «АССУМ»;Россия;296;;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 1.5 мм);;13 904;RUB
3923;Стеллаж производственный СТПП-П-10/6 (1000х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-10-6-1000x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;600;1000;ООО «АССУМ»;Россия;296;;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;;;17 369;RUB
3924;Стеллаж производственный СТПП-П-12/4 (1200х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-12-4-1200x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;400;1200;ООО «АССУМ»;Россия;296;;разборная;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 1.5 мм);;14 221;RUB
3925;Стеллаж производственный СТПП-П-12/5 (1200х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-12-5-1200x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;500;1200;ООО «АССУМ»;Россия;296;;разборная;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;;;15 423;RUB
3926;Стеллаж производственный СТПП-П-12/6 (1200х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-12-6-1200x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;600;1200;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;18 840;RUB
3927;Стеллаж производственный СТПП-П-15/4 (1500х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-15-4-1500x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;400;1500;ООО «АССУМ»;Россия;296;4;разборная;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;;;16 278;RUB
3928;Стеллаж производственный СТПП-П-15/5 (1500х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-15-5-1500x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;500;1500;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;;;17 723;RUB
3929;Стеллаж производственный СТПП-П-15/6 (1500х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-15-6-1500x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;600;1500;ООО «АССУМ»;Россия;296;;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;21 310;RUB
3930;Стеллаж производственный СТПП-П-18/4 (1800х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-18-4-1800x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;400;1800;ООО «АССУМ»;Россия;296;;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;18 336;RUB
3931;Стеллаж производственный СТПП-П-18/5 (1800х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-18-5-1800x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;500;1800;ООО «АССУМ»;Россия;296;;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;19 886;RUB
3932;Стеллаж производственный СТПП-П-18/6 (1800х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-18-6-1800x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;600;1800;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);ребро жесткости (нержавеющая сталь. 0.7 мм);23 747;RUB
3933;Стеллаж производственный СТПП-П-6/4 (600х400х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-6-4-600x400x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;400;600;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;10 248;RUB
3934;Стеллаж производственный СТПП-П-6/5 (600х500х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-6-5-600x500x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;500;600;ООО «АССУМ»;Россия;296;4;;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;нержавеющая сталь (AISI 430. 0.7 мм);;10 844;RUB
3935;Стеллаж производственный СТПП-П-6/6 (600х600х1800);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;;html;stellazh-proizvodstvennyj-stpp-p-6-6-600x600x1800;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/stellazhi-proizvodstvennye-perforirovannye-polki.png;Стеллаж производственный в премиум-сегменте выпускается с перфорированными полками. В отличие от цельных они более функциональны. К примеру, изделие подходит не только для хранения кухонного инвентаря, но и для сушки посуды.;1800;600;600;ООО «АССУМ»;Россия;296;;разборная;;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);;;с перфорацией;перфорированный;;;;;;;;;14 204;RUB
