IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP77;IP_PROP319;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP320;IP_PROP81;IP_PROP322;IP_PROP83;IP_PROP323;IC_GROUP0;IC_GROUP1;IC_GROUP2;IC_GROUP3;CV_PRICE_1;CV_CURRENCY_1
2140;Альфа 61 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/c616c0de-54ad-11eb-b077-00155d001f02_IM-00001026_Alfa%2061%20540/photo_1_IM-00001026_Alfa%2061%20540Stellazh%20zakrytyy.jpg?1649423053;;html;stellazh_zakrytyy_alfa_61_15;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/c616c0de-54ad-11eb-b077-00155d001f02_IM-00001026_Alfa%2061%20540/photo_1_IM-00001026_Alfa%2061%20540Stellazh%20zakrytyy.jpg?1649423053;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Альфа 61 540» является частью модульного набора мебели «Альфа». Укомплектован глухими дверцами из ЛДСП. Модуль разделен полкой на две секции. Регулируемые по высоте ножки компенсируют возможные неровности пола. </font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/c616c0de-54ad-11eb-b077-00155d001f02_IM-00001026_Alfa%2061%20540/photo_5_IM-00001026_Alfa%2061%20540Stellazh%20zakrytyy.jpg?1653570221;26;0.060;760;390;830;Альфа 61;Ольха;;8 лет;;Главная;Офисная мебель;Офисные шкафы;Шкафы закрытые;14 060;RUB
2141;Рубин 40 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_1_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682347;;html;stellazh_zakrytyy_rubin_40_11;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_1_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682347;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 40 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_2_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682345;24;0.060;700;380;750;Рубин 40;Сосна Астрид;;8 лет;;Главная;Детская мебель;Детские шкафы;Книжные шкафы;12 150;RUB
2141;Рубин 40 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_1_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682347;;html;stellazh_zakrytyy_rubin_40_11;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_1_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682347;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 40 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_3_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682344;24;0.060;700;380;750;Рубин 40;Сосна Астрид;;8 лет;;Главная;Детская мебель;Детские шкафы;Книжные шкафы;12 150;RUB
2141;Рубин 40 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_1_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682347;;html;stellazh_zakrytyy_rubin_40_11;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_1_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682347;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 40 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_4_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682344;24;0.060;700;380;750;Рубин 40;Сосна Астрид;;8 лет;;Главная;Детская мебель;Детские шкафы;Книжные шкафы;12 150;RUB
2141;Рубин 40 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_1_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682347;;html;stellazh_zakrytyy_rubin_40_11;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_1_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1649682347;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 40 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/6959e1e0-4055-11eb-ba0d-00155d000b01_IM-00001014_Rubin%2040%20540/photo_5_IM-00001014_Rubin%2040%20540Stellazh%20zakrytyy.jpg?1653656663;24;0.060;700;380;750;Рубин 40;Сосна Астрид;;8 лет;;Главная;Детская мебель;Детские шкафы;Книжные шкафы;12 150;RUB
2142;Рубин 41 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;;html;stellazh_zakrytyy_rubin_41_18;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 41 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_2_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855067;24;0.060;700;380;750;Рубин 41;Итальянский Орех;;8 лет;;Главная;Акции;Акции по группам мебели;Шкафы по акции;12 150;RUB
2142;Рубин 41 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;;html;stellazh_zakrytyy_rubin_41_18;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 41 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_3_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855066;24;0.060;700;380;750;Рубин 41;Итальянский Орех;;8 лет;;Главная;Акции;Акции по группам мебели;Шкафы по акции;12 150;RUB
2142;Рубин 41 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;;html;stellazh_zakrytyy_rubin_41_18;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 41 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_4_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855066;24;0.060;700;380;750;Рубин 41;Итальянский Орех;;8 лет;;Главная;Акции;Акции по группам мебели;Шкафы по акции;12 150;RUB
2142;Рубин 41 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;;html;stellazh_zakrytyy_rubin_41_18;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 41 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_5_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855067;24;0.060;700;380;750;Рубин 41;Итальянский Орех;;8 лет;;Главная;Акции;Акции по группам мебели;Шкафы по акции;12 150;RUB
2142;Рубин 41 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;;html;stellazh_zakrytyy_rubin_41_18;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 41 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_6_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855068;24;0.060;700;380;750;Рубин 41;Итальянский Орех;;8 лет;;Главная;Акции;Акции по группам мебели;Шкафы по акции;12 150;RUB
2142;Рубин 41 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;;html;stellazh_zakrytyy_rubin_41_18;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_1_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1649855070;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 41 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/614b2267-5a3a-11eb-b077-00155d001f02_IM-00001053_Rubin%2041%20540/photo_7_IM-00001053_Rubin%2041%20540Stellazh%20zakrytyy.jpg?1653570232;24;0.060;700;380;750;Рубин 41;Итальянский Орех;;8 лет;;Главная;Акции;Акции по группам мебели;Шкафы по акции;12 150;RUB
2143;Рубин 42 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_1_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854979;;html;stellazh_zakrytyy_rubin_42_11;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_1_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854979;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 42 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_2_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854977;24;0.060;700;380;750;Рубин 42;Миланский Орех;;8 лет;;Главная;Детская мебель;Детские шкафы;Книжные шкафы;12 150;RUB
2143;Рубин 42 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_1_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854979;;html;stellazh_zakrytyy_rubin_42_11;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_1_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854979;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 42 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_3_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854976;24;0.060;700;380;750;Рубин 42;Миланский Орех;;8 лет;;Главная;Детская мебель;Детские шкафы;Книжные шкафы;12 150;RUB
2143;Рубин 42 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_1_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854979;;html;stellazh_zakrytyy_rubin_42_11;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_1_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854979;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 42 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_4_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854976;24;0.060;700;380;750;Рубин 42;Миланский Орех;;8 лет;;Главная;Детская мебель;Детские шкафы;Книжные шкафы;12 150;RUB
2143;Рубин 42 540;https://davitamebel.ru/upload/resize_cache/product/275_206_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_1_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854979;;html;stellazh_zakrytyy_rubin_42_11;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_1_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1649854979;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Стеллаж «Рубин 42 540» является частью коллекции мебели для офиса «Рубин». Укомплектован дверцами с металлическими ручками.Модуль разделён полкой на две секции. Ножки регулируются по высоте, что позволяет при установке компенсировать возможные неровности пола.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/dd2cae94-2896-11eb-932e-00155d000b01_IM-00000987_Rubin%2042%20540/photo_5_IM-00000987_Rubin%2042%20540Stellazh%20zakrytyy.jpg?1653570214;24;0.060;700;380;750;Рубин 42;Миланский Орех;;8 лет;;Главная;Детская мебель;Детские шкафы;Книжные шкафы;12 150;RUB
2144;Лидер 82.13;https://davitamebel.ru/upload/resize_cache/product/275_206_1/ffc123b4-cc14-11e1-91d9-001517fdaa50_00009467510_Lider%2082.13/photo_1_00009467510_Lider%2082.13SHkaf-vitrina.jpg?1618405371;;html;shkaf_vitrina_lider_82_13;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/ffc123b4-cc14-11e1-91d9-001517fdaa50_00009467510_Lider%2082.13/photo_1_00009467510_Lider%2082.13SHkaf-vitrina.jpg?1618405371;"<div class=""p html-content"" itemprop=""description""><font size=""3""><p>Шкаф для сувениров «Лидер 82.13» является частью модульного набора для офиса «Лидер». Стеклянные дверцы позволяют увидеть все памятные призы и награды, не открывая дверцы шкафа. Регулируемые по высоте ножки позволяют компенсировать возможные неровности пола. В изделии используются демпферы для мягкого закрывания дверей.</p></font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/ffc123b4-cc14-11e1-91d9-001517fdaa50_00009467510_Lider%2082.13/photo_2_00009467510_Lider%2082.13SHkaf-vitrina.jpg?1618405369;60;0.150;760;390;1990;Лидер 82;Орех Пегас;2;8 лет;;Главная;Офисная мебель;Офисные шкафы;Шкафы для документов;30 870;RUB
2145;Лидер 84.13;https://davitamebel.ru/upload/resize_cache/product/275_206_1/894d9f6c-bf04-11e9-8b35-00155d00bf04__0000030097_Lider%2084.13/photo_1__0000030097_Lider%2084.13SHkaf-vitrina.jpg?1618405522;;html;shkaf_vitrina_lider_84_13;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/894d9f6c-bf04-11e9-8b35-00155d00bf04__0000030097_Lider%2084.13/photo_1__0000030097_Lider%2084.13SHkaf-vitrina.jpg?1618405522;"<div class=""p html-content"" itemprop=""description""><font size=""3""><p>Шкаф для сувениров «Лидер 84.13» является частью модульного набора для офиса «Лидер».Стеклянные дверцы позволяют увидеть все памятные призы и награды, не открывая дверцы шкафа.Регулируемые по высоте ножки позволяют компенсировать возможные неровности пола.В изделии используются демпферы для мягкого закрывания дверей.</p></font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/894d9f6c-bf04-11e9-8b35-00155d00bf04__0000030097_Lider%2084.13/photo_2__0000030097_Lider%2084.13SHkaf-vitrina.jpg?1618405519;60;0.150;760;390;1990;Лидер 84;Дуб Кронберг;2;8 лет;;Главная;Офисная мебель;Офисная мебель;;30 870;RUB
2146;Лидер-Престиж 83.23;https://davitamebel.ru/upload/resize_cache/product/275_206_1/73ccc3a8-a3e3-11e1-b0a2-001517fdaa50_00009464041_Lider-Prestizh%2083.23/photo_1_00009464041_Lider-Prestizh%2083.23SHkaf-vitrina.jpg?1618405337;;html;shkaf_vitrina_lider_prestizh_83_23;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/73ccc3a8-a3e3-11e1-b0a2-001517fdaa50_00009464041_Lider-Prestizh%2083.23/photo_1_00009464041_Lider-Prestizh%2083.23SHkaf-vitrina.jpg?1618405337;"<div class=""p html-content"" itemprop=""description""><font size=""3""><p>Шкаф для сувениров «Лидер-Престиж 83.23» является частью модульного набора для офиса «Лидер-Престиж». Стеклянные дверцы позволяют увидеть все памятные призы и награды, не открывая дверцы шкафа. Регулируемые по высоте ножки позволяют компенсировать возможные неровности пола. В изделии используются демпферы для мягкого закрывания дверок.</p></font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/73ccc3a8-a3e3-11e1-b0a2-001517fdaa50_00009464041_Lider-Prestizh%2083.23/photo_2_00009464041_Lider-Prestizh%2083.23SHkaf-vitrina.jpg?1618405335;63;0.120;760;390;1990;Лидер-Престиж;Дуб Венге;2;8 лет;;Главная;Офисная мебель;Офисные шкафы;Шкафы для документов;30 790;RUB
2147;Цезарь 21.13;https://davitamebel.ru/upload/resize_cache/product/275_206_1/ae01dd14-cc16-11e1-91d9-001517fdaa50_00009467523_TSezar%2021.13/photo_1_00009467523_TSezar%2021.13SHkaf-vitrina.jpg?1618405387;;html;shkaf_vitrina_tsezar_21_13;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/ae01dd14-cc16-11e1-91d9-001517fdaa50_00009467523_TSezar%2021.13/photo_1_00009467523_TSezar%2021.13SHkaf-vitrina.jpg?1618405387;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Шкаф для сувениров «Цезарь 21.13» является частью модульного набора для офиса «Цезарь». Стеклянные дверцы позволяют увидеть все памятные призы и награды, не открывая дверцы шкафа. Регулируемые по высоте ножки позволяют установить модуль, скорректировав неровности пола. В изделии используются демпферы для мягкого закрывания дверок.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/ae01dd14-cc16-11e1-91d9-001517fdaa50_00009467523_TSezar%2021.13/photo_2_00009467523_TSezar%2021.13SHkaf-vitrina.jpg?1618405384;93;0.150;770;390;1970;Цезарь;Дуб Венге;2;8 лет;;Главная;Акции;Акции по группам мебели;Шкафы по акции;44 800;RUB
2147;Цезарь 21.13;https://davitamebel.ru/upload/resize_cache/product/275_206_1/ae01dd14-cc16-11e1-91d9-001517fdaa50_00009467523_TSezar%2021.13/photo_1_00009467523_TSezar%2021.13SHkaf-vitrina.jpg?1618405387;;html;shkaf_vitrina_tsezar_21_13;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/ae01dd14-cc16-11e1-91d9-001517fdaa50_00009467523_TSezar%2021.13/photo_1_00009467523_TSezar%2021.13SHkaf-vitrina.jpg?1618405387;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Шкаф для сувениров «Цезарь 21.13» является частью модульного набора для офиса «Цезарь». Стеклянные дверцы позволяют увидеть все памятные призы и награды, не открывая дверцы шкафа. Регулируемые по высоте ножки позволяют установить модуль, скорректировав неровности пола. В изделии используются демпферы для мягкого закрывания дверок.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/ae01dd14-cc16-11e1-91d9-001517fdaa50_00009467523_TSezar%2021.13/photo_3_00009467523_TSezar%2021.13SHkaf-vitrina.jpg?1618405385;93;0.150;770;390;1970;Цезарь;Дуб Венге;2;8 лет;;Главная;Акции;Акции по группам мебели;Шкафы по акции;44 800;RUB
2148;Альфа 64.105;https://davitamebel.ru/upload/resize_cache/product/275_206_1/7b897c90-bf8b-11ec-b771-00155d00bf04__0000056431_Alfa%2064.105/photo_1__0000056431_Alfa%2064.105SHkaf%20dlya%20odezhdy%20s%20polkami%20i%20shtangoy.jpg?1652878966;;html;shkaf_dlya_odezhdy_s_polkami_i_shtangoy_alfa_64_105;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/7b897c90-bf8b-11ec-b771-00155d00bf04__0000056431_Alfa%2064.105/photo_1__0000056431_Alfa%2064.105SHkaf%20dlya%20odezhdy%20s%20polkami%20i%20shtangoy.jpg?1652878966;"<div class=""p html-content"" itemprop=""description""><font size=""3""><p> Многофункциональный шкаф «Альфа 64.105» является частью коллекции «Альфа 64».Шкаф выполнен из ЛДСП повышенной прочности в актуальном цвете Дуб «Кронберг».Продуманный функционал позволяет использовать шкаф и в детской комнате, и в прихожей, и в рабочем кабинете дома или офиса.В левой части шкафа установлена штанга для хранения одежды на плечиках, в правой части расположены полки и два выдвижных ящика.Шкаф удачно сочетается с модулями из других коллекций «DaVita-мебель» в цвете Дуб «Кронберг».</p><p>Особенности модели.</p><p>–Актуальная древесная текстура Дуб «Кронберг» и лаконичные формы шкафа с легкостью впишутся в любой интерьер комнаты или рабочего кабинета.</p><p>–Топ шкафа выполнен из ЛДСП толщиной 22 мм.</p><p>–Корпус и дверцы шкафа выполнены из ЛДСП толщиной 16 мм.</p><p>–Торцы деталей окантованы противоударным кантом ПВХ толщиной 2 и 0,4 мм.</p><p>–Металлические ручки поддерживают общую концепцию изделия.</p><p>–Демпфер обеспечивает мягкое закрывание дверцы.</p><p>–Ножки регулируются по высоте, что позволяет компенсировать возможные неровности пола.</p><p>–Выдвижные ящики укомплектованы роликовыми направляющими.</p><p>–Для установки шкафа с другими шкафами или стеллажами коллекции можно воспользоваться межсекционными стяжками, которые идут в комплекте.Это позволит выровнять топы шкафов в одну линию и придаст шкафной группе аккуратный законченный внешний вид.</p><p>Надежность и качество.</p><p>–Шкаф произведен из ЛДСП повышенной плотности, материал устойчив к механическим и термическим воздействиям.Класс эмиссии плиты Е1, что говорит об экологической безопасности.</p><p>–ЛДСП выдерживает min 300 циклов на истирание, что почти в 5 раз больше, чем требуется по ГОСТу (min 65).</p><p>–Противоударный кант ПВХ продлевает срок службы мебели.</p><p>–Понятная инструкция и необходимая фурнитура для сборки поставляются в комплекте.</p><p>–Гарантия – 8 лет. Это больше, чем по ГОСТу.</p></font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/7b897c90-bf8b-11ec-b771-00155d00bf04__0000056431_Alfa%2064.105/photo_2__0000056431_Alfa%2064.105SHkaf%20dlya%20odezhdy%20s%20polkami%20i%20shtangoy.jpg?1652878958;96;0.192;900;550;2020;Альфа 64;Дуб Кронберг;3;8 лет;Да;Главная;Шкафы;Распашные модульные шкафы;;40 250;RUB
