IE_XML_ID;IE_NAME;IE_CODE;IP_PROP91;IP_PROP90;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP74;IP_PROP352;IP_PROP332;IP_PROP346;IP_PROP331;CV_PRICE_1
3716;Стол производственный СПБ-С-16/7-П (1600х700х850);stol-proizvodstvennyj-spb-s-16-7-p-1600x700x850;3692;heigh850width700depth1600;850;700;1600;ООО «АССУМ»;;;;;9 671
3717;Стол производственный СПБ-С-17/7-П (1700х700х850);stol-proizvodstvennyj-spb-s-17-7-p-1700x700x850;3692;heigh850width700depth1700;850;700;1700;ООО «АССУМ»;;;;;10 187
3718;Стол производственный СПБ-С-18/7-П (1800х700х850);stol-proizvodstvennyj-spb-s-18-7-p-1800x700x850;3692;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;10 789
3719;Стол производственный СПБ-С-6/8-П (600х800х850);stol-proizvodstvennyj-spb-s-6-8-p-600x800x850;3692;heigh850width800depth600;850;800;600;ООО «АССУМ»;;;;;5 522
3720;Стол производственный СПБ-С-7/8-П (700х800х850);stol-proizvodstvennyj-spb-s-7-8-p-700x800x850;3692;heigh850width800depth700;850;800;700;ООО «АССУМ»;;;;;5 980
3721;Стол производственный СПБ-С-8/8-П (800х800х850);stol-proizvodstvennyj-spb-s-8-8-p-800x800x850;3692;heigh850width800depth800;850;800;800;ООО «АССУМ»;;;;;6 506
3722;Стол производственный СПБ-С-9/8-П (900х800х850);stol-proizvodstvennyj-spb-s-9-8-p-900x800x850;3692;heigh850width800depth900;850;800;900;ООО «АССУМ»;;;;;6 979
3723;Стол производственный СПБ-С-10/8-П (1000х800х850);stol-proizvodstvennyj-spb-s-10-8-p-1000x800x850;3692;heigh850width800depth1000;850;800;1000;ООО «АССУМ»;;;;;7 513
3724;Стол производственный СПБ-С-11/8-П (1100х800х850);stol-proizvodstvennyj-spb-s-11-8-p-1100x800x850;3692;heigh850width800depth1100;850;800;1100;ООО «АССУМ»;;;;;7 896
3725;Стол производственный СПБ-С-12/8-П (1200х800х850);stol-proizvodstvennyj-spb-s-12-8-p-1200x800x850;3692;heigh850width800depth1200;850;800;1200;ООО «АССУМ»;;;;;8 451
3726;Стол производственный СПБ-С-13/8-П (1300х800х850);stol-proizvodstvennyj-spb-s-13-8-p-1300x800x850;3692;heigh850width800depth1300;850;800;1300;ООО «АССУМ»;;;;;8 922
3727;Стол производственный СПБ-С-14/8-П (1400х800х850);stol-proizvodstvennyj-spb-s-14-8-p-1400x800x850;3692;heigh850width800depth1400;850;800;1400;ООО «АССУМ»;;;;;9 397
3728;Стол производственный СПБ-С-15/8-П (1500х800х850);stol-proizvodstvennyj-spb-s-15-8-p-1500x800x850;3692;heigh850width800depth1500;850;800;1500;ООО «АССУМ»;;;;;9 828
3729;Стол производственный СПБ-С-16/8-П (1600х800х850);stol-proizvodstvennyj-spb-s-16-8-p-1600x800x850;3692;heigh850width800depth1600;850;800;1600;ООО «АССУМ»;;;;;10 305
3730;Стол производственный СПБ-С-17/8-П (1700х800х850);stol-proizvodstvennyj-spb-s-17-8-p-1700x800x850;3692;heigh850width800depth1700;850;800;1700;ООО «АССУМ»;;;;;11 127
3731;Стол производственный СПБ-С-18/8-П (1800х800х850);stol-proizvodstvennyj-spb-s-18-8-p-1800x800x850;3692;heigh850width800depth1800;850;800;1800;ООО «АССУМ»;;;;;12 932
3733;Стол производственный СП-П-10/6 (1000х600х850);stol-proizvodstvennyj-sp-p-10-6-1000x600x850;3732;heigh850width600depth1000;850;600;1000;ООО «АССУМ»;;;;;8 225
3734;Стол производственный СП-П-10/7 (1000х700х850);stol-proizvodstvennyj-sp-p-10-7-1000x700x850;3732;heigh850width700depth1000;850;700;1000;;;;;;9 307
3735;Стол производственный СП-П-12/6 (1200х600х850);stol-proizvodstvennyj-sp-p-12-6-1200x600x850;3732;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;;;9 164
3736;Стол производственный СП-П-12/7 (1200х700х850);stol-proizvodstvennyj-sp-p-12-7-1200x700x850;3732;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;;;;10 404
3737;Стол производственный СП-П-15/6 (1500х600х850);stol-proizvodstvennyj-sp-p-15-6-1500x600x850;3732;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;;;10 570
3738;Стол производственный СП-П-15/7 (1500х700х850);stol-proizvodstvennyj-sp-p-15-7-1500x700x850;3732;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;;;12 168
3739;Стол производственный СП-П-18/6 (1800х600х850);stol-proizvodstvennyj-sp-p-18-6-1800x600x850;3732;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;;;12 013
3740;Стол производственный СП-П-18/7 (1800х700х850);stol-proizvodstvennyj-sp-p-18-7-1800x700x850;3732;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;сплошные;;;;13 899
3741;Стол производственный СП-П-6/6 (600х600х850);stol-proizvodstvennyj-sp-p-6-6-600x600x850;3732;heigh850width600depth600;850;600;600;ООО «АССУМ»;;;;;6 387
3742;Стол производственный СП-П-6/7 (600х700х850);stol-proizvodstvennyj-sp-p-6-7-600x700x850;3732;heigh850width700depth600;850;700;600;ООО «АССУМ»;;;;;7 054
3743;Стол производственный СП-П-6/8 (600х800х850);stol-proizvodstvennyj-sp-p-6-8-600x800x850;3732;heigh850width800depth600;850;800;600;ООО «АССУМ»;;;;;7 893
3744;Стол производственный СП-П-10/8 (1000х800х850);stol-proizvodstvennyj-sp-p-10-8-1000x800x850;3732;heigh850width800depth1000;850;800;1000;ООО «АССУМ»;;;;;10 489
3745;Стол производственный СП-П-12/8 (1200х800х850);stol-proizvodstvennyj-sp-p-12-8-1200x800x850;3732;heigh850width800depth1200;850;800;1200;ООО «АССУМ»;;;;;11 736
3746;Стол производственный СП-П-15/8 (1500х800х850);stol-proizvodstvennyj-sp-p-15-8-1500x800x850;3732;heigh850width800depth1500;850;800;1500;ООО «АССУМ»;;;;;13 624
3747;Стол производственный СП-П-18/8 (1800х800х850);stol-proizvodstvennyj-sp-p-18-8-1800x800x850;3732;heigh850width800depth1800;850;800;1800;ООО «АССУМ»;;;;;18 706
3749;Стол производственный СПБ-П-10/6 (1000х600х850);stol-proizvodstvennyj-spb-p-10-6-1000x600x850;3748;heigh850width600depth1000;850;600;1000;ООО «АССУМ»;;;;;8 351
3750;Стол производственный СПБ-П-10/7 (1000х700х850);stol-proizvodstvennyj-spb-p-10-7-1000x700x850;3748;heigh850width700depth1000;850;700;1000;ООО «АССУМ»;;есть;;;9 512
3751;Стол производственный СПБ-П-12/6 (1200х600х850);stol-proizvodstvennyj-spb-p-12-6-1200x600x850;3748;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;есть;;;9 412
3752;Стол производственный СПБ-П-12/7 (1200х700х850);stol-proizvodstvennyj-spb-p-12-7-1200x700x850;3748;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;есть;;;10 650
3753;Стол производственный СПБ-П-15/6 (1500х600х850);stol-proizvodstvennyj-spb-p-15-6-1500x600x850;3748;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;есть;;;10 775
3754;Стол производственный СПБ-П-15/7 (1500х700х850);stol-proizvodstvennyj-spb-p-15-7-1500x700x850;3748;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;есть;;;12 361
3755;Стол производственный СПБ-П-18/6 (1800х600х850);stol-proizvodstvennyj-spb-p-18-6-1800x600x850;3748;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;есть;;;12 255
3756;Стол производственный СПБ-П-18/7 (1800х700х850);stol-proizvodstvennyj-spb-p-18-7-1800x700x850;3748;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;есть;;;14 148
3757;Стол производственный СПБ-П-6/6 (600х600х850);stol-proizvodstvennyj-spb-p-6-6-600x600x850;3748;heigh850width600depth600;850;600;600;ООО «АССУМ»;;;;;6 514
3758;Стол производственный СПБ-П-6/7 (600х700х850);stol-proizvodstvennyj-spb-p-6-7-600x700x850;3748;heigh850width700depth600;850;700;600;ООО «АССУМ»;;есть;;;7 177
3759;Стол производственный СПБ-П-6/8 (600х800х850);stol-proizvodstvennyj-spb-p-6-8-600x800x850;3748;heigh850width800depth600;850;800;600;ООО «АССУМ»;;есть;;;8 012
3760;Стол производственный СПБ-П-10/8 (1000х800х850);stol-proizvodstvennyj-spb-p-10-8-1000x800x850;3748;heigh850width800depth1000;850;800;1000;ООО «АССУМ»;;есть;;;10 690
3761;Стол производственный СПБ-П-12/8 (1200х800х850);stol-proizvodstvennyj-spb-p-12-8-1200x800x850;3748;heigh850width800depth1200;850;800;1200;ООО «АССУМ»;;есть;;;11 976
3762;Стол производственный СПБ-П-15/8 (1500х800х850);stol-proizvodstvennyj-spb-p-15-8-1500x800x850;3748;heigh850width800depth1500;850;800;1500;ООО «АССУМ»;;есть;;;13 922
3763;Стол производственный СПБ-П-18/8 (1800х800х850);stol-proizvodstvennyj-spb-p-18-8-1800x800x850;3748;heigh850width800depth1800;850;800;1800;ООО «АССУМ»;;есть;;;18 971
3765;Стол производственный СП-П2-10/6 (1000х600х850);stol-proizvodstvennyj-sp-p2-10-6-1000x600x850;3764;heigh850width600depth1000;850;600;1000;ООО «АССУМ»;;;;;13 641
3766;Стол производственный СП-П2-10/7 (1000х700х850);stol-proizvodstvennyj-sp-p2-10-7-1000x700x850;3764;heigh850width700depth1000;850;700;1000;ООО «АССУМ»;;;;;15 298
3767;Стол производственный СП-П2-12/6 (1200х600х850);stol-proizvodstvennyj-sp-p2-12-6-1200x600x850;3764;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;;;14 794
3768;Стол производственный СП-П2-12/7 (1200х700х850);stol-proizvodstvennyj-sp-p2-12-7-1200x700x850;3764;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;;;;16 227
3769;Стол производственный СП-П2-15/6 (1500х600х850);stol-proizvodstvennyj-sp-p2-15-6-1500x600x850;3764;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;;;16 392
3770;Стол производственный СП-П2-15/7 (1500х700х850);stol-proizvodstvennyj-sp-p2-15-7-1500x700x850;3764;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;;;18 333
3771;Стол производственный СП-П2-18/6 (1800х600х850);stol-proizvodstvennyj-sp-p2-18-6-1800x600x850;3764;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;;;18 250
3772;Стол производственный СП-П2-18/7 (1800х700х850);stol-proizvodstvennyj-sp-p2-18-7-1800x700x850;3764;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;20 465
3773;Стол производственный СП-П2-6/6 (600х600х850);stol-proizvodstvennyj-sp-p2-6-6-600x600x850;3764;heigh850width600depth600;850;600;600;ООО «АССУМ»;;;;;11 812
3774;Стол производственный СП-П2-6/7 (600х700х850);stol-proizvodstvennyj-sp-p2-6-7-600x700x850;3764;heigh850width700depth600;850;700;600;ООО «АССУМ»;;;;;12 419
3775;Стол производственный СП-П2-6/8 (600х800х850);stol-proizvodstvennyj-sp-p2-6-8-600x800x850;3764;heigh850width800depth600;850;800;600;ООО «АССУМ»;;;;;13 602
3776;Стол производственный СП-П2-10/8 (1000х800х850);stol-proizvodstvennyj-sp-p2-10-8-1000x800x850;3764;heigh850width800depth1000;850;800;1000;ООО «АССУМ»;;;;;16 215
3777;Стол производственный СП-П2-12/8 (1200х800х850);stol-proizvodstvennyj-sp-p2-12-8-1200x800x850;3764;heigh850width800depth1200;850;800;1200;ООО «АССУМ»;;;;;17 605
3778;Стол производственный СП-П2-15/8 (1500х800х850);stol-proizvodstvennyj-sp-p2-15-8-1500x800x850;3764;heigh850width800depth1500;850;800;1500;ООО «АССУМ»;;;;;19 563
3779;Стол производственный СП-П2-18/8 (1800х800х850);stol-proizvodstvennyj-sp-p2-18-8-1800x800x850;3764;heigh850width800depth1800;850;800;1800;ООО «АССУМ»;;;;;24 397
3781;Стол производственный СПБ-П2-10/6 (1000х600х850);stol-proizvodstvennyj-spb-p2-10-6-1000x600x850;3780;heigh850width600depth1000;850;600;1000;;;;;;13 942
3782;Стол производственный СПБ-П2-10/7 (1000х700х850);stol-proizvodstvennyj-spb-p2-10-7-1000x700x850;3780;heigh850width700depth1000;850;700;1000;ООО «АССУМ»;;;;;15 522
3783;Стол производственный СПБ-П2-12/6 (1200х600х850);stol-proizvodstvennyj-spb-p2-12-6-1200x600x850;3780;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;;;15 011
3784;Стол производственный СПБ-П2-12/7 (1200х700х850);stol-proizvodstvennyj-spb-p2-12-7-1200x700x850;3780;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;;;;16 485
3785;Стол производственный СПБ-П2-15/6 (1500х600х850);stol-proizvodstvennyj-spb-p2-15-6-1500x600x850;3780;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;;;16 673
3786;Стол производственный СПБ-П2-15/7 (1500х700х850);stol-proizvodstvennyj-spb-p2-15-7-1500x700x850;3780;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;;;18 659
3787;Стол производственный СПБ-П2-18/6 (1800х600х850);stol-proizvodstvennyj-spb-p2-18-6-1800x600x850;3780;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;;;18 584
3788;Стол производственный СПБ-П2-18/7 (1800х700х850);stol-proizvodstvennyj-spb-p2-18-7-1800x700x850;3780;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;20 681
3789;Стол производственный СПБ-П2-6/6 (600х600х850);stol-proizvodstvennyj-spb-p2-6-6-600x600x850;3780;heigh850width600depth600;850;600;600;ООО «АССУМ»;;;;;12 009
3790;Стол производственный СПБ-П2-6/7 (600х700х850);stol-proizvodstvennyj-spb-p2-6-7-600x700x850;3780;heigh850width700depth600;850;700;600;ООО «АССУМ»;;;;;12 560
3791;Стол производственный СПБ-П2-6/8 (600х800х850);stol-proizvodstvennyj-spb-p2-6-8-600x800x850;3780;heigh850width800depth600;850;800;600;ООО «АССУМ»;;;;;13 754
3792;Стол производственный СПБ-П2-10/8 (1000х800х850);stol-proizvodstvennyj-spb-p2-10-8-1000x800x850;3780;heigh850width800depth1000;850;800;1000;ООО «АССУМ»;;;;;16 445
3793;Стол производственный СПБ-П2-12/8 (1200х800х850);stol-proizvodstvennyj-spb-p2-12-8-1200x800x850;3780;heigh850width800depth1200;850;800;1200;ООО «АССУМ»;;;;;17 871
3794;Стол производственный СПБ-П2-15/8 (1500х800х850);stol-proizvodstvennyj-spb-p2-15-8-1500x800x850;3780;heigh850width800depth1500;850;800;1500;ООО «АССУМ»;;;;;19 904
3795;Стол производственный СПБ-П2-18/8 (1800х800х850);stol-proizvodstvennyj-spb-p2-18-8-1800x800x850;3780;heigh850width800depth1800;850;800;1800;ООО «АССУМ»;;;;;24 830
3797;Стол-тумба СПК-10/6 (1000х600х850);stol-tumba-spk-10-6-1000x600x850;3796;heigh850width600depth1000;850;600;1000;ООО «АССУМ»;;;;;35 111
3798;Стол-тумба СПК-10/7 (1000х700х850);stol-tumba-spk-10-7-1000x700x850;3796;heigh850width700depth1000;850;700;1000;ООО «АССУМ»;;;нержавеющая сталь (AISI 430. 0.7 мм);;36 740
3799;Стол-тумба СПК-12/6 (1200х600х850);stol-tumba-spk-12-6-1200x600x850;3796;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;нержавеющая сталь (AISI 430. 0.7 мм);;36 958
3800;Стол-тумба СПК-12/7 (1200х700х850);stol-tumba-spk-12-7-1200x700x850;3796;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;;нержавеющая сталь (AISI 430. 0.7 мм);;40 090
3801;Стол-тумба СПК-15/6 (1500х600х850);stol-tumba-spk-15-6-1500x600x850;3796;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;нержавеющая сталь (AISI 430. 0.7 мм);;41 532
3802;Стол-тумба СПК-15/7 (1500х700х850);stol-tumba-spk-15-7-1500x700x850;3796;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;нержавеющая сталь (AISI 430. 0.7 мм);;45 597
3803;Стол-тумба СПК-18/6 (1800х600х850);stol-tumba-spk-18-6-1800x600x850;3796;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;нержавеющая сталь (AISI 430. 0.7 мм);;48 164
3804;Стол-тумба СПК-18/7 (1800х700х850);stol-tumba-spk-18-7-1800x700x850;3796;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;50 586
3806;Стол-тумба СПКБ-10/6 (1000х600х850);stol-tumba-spkb-10-6-1000x600x850;3805;heigh850width600depth1000;850;600;1000;ООО «АССУМ»;;;;;35 615
3807;Стол-тумба СПКБ-10/7 (1000х700х850);stol-tumba-spkb-10-7-1000x700x850;3805;heigh850width700depth1000;850;700;1000;ООО «АССУМ»;;;;;37 258
3808;Стол-тумба СПКБ-12/6 (1200х600х850);stol-tumba-spkb-12-6-1200x600x850;3805;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;;;38 612
3809;Стол-тумба СПКБ-12/7 (1200х700х850);stol-tumba-spkb-12-7-1200x700x850;3805;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;;;;40 728
3810;Стол-тумба СПКБ-15/6 (1500х600х850);stol-tumba-spkb-15-6-1500x600x850;3805;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;;;41 835
3811;Стол-тумба СПКБ-15/7 (1500х700х850);stol-tumba-spkb-15-7-1500x700x850;3805;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;;цельнотянутая (нержавеющая сталь AISI 430. 0.5 мм);45 997
3812;Стол-тумба СПКБ-18/6 (1800х600х850);stol-tumba-spkb-18-6-1800x600x850;3805;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;;;48 621
3813;Стол-тумба СПКБ-18/7 (1800х700х850);stol-tumba-spkb-18-7-1800x700x850;3805;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;51 129
3815;Стол-тумба СПКБ-10/6 (1000х600х850) (Ванна слева);stol-tumba-spkb-10-6-1000h600h850-vanna-sleva;3814;heigh850width600depth1000;850;600;1000;ООО «АССУМ»;;;;;49 342
3816;Стол-тумба СПКБ-10/6 (1000х600х850) (Ванна справа);stol-tumba-spkb-10-6-1000h600h850-vanna-sprava;3814;heigh850width600depth1000;850;600;1000;ООО «АССУМ»;;;;;49 342
3817;Стол-тумба СПКБ-12/6 (1200х600х850) (Ванна слева);stol-tumba-spkb-12-6-1200h600h850-vanna-sleva;3814;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;;;51 844
3818;Стол-тумба СПКБ-12/6 (1200х600х850) (Ванна справа);stol-tumba-spkb-12-6-1200h600h850-vanna-sprava;3814;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;;;51 844
3819;Стол-тумба СПКБ-15/6 (1500х600х850) (Ванна слева);stol-tumba-spkb-15-6-1500h600h850-vanna-sleva;3814;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;;;55 414
3820;Стол-тумба СПКБ-15/6 (1500х600х850) (Ванна справа);stol-tumba-spkb-15-6-1500h600h850-vanna-sprava;3814;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;;;55 414
3821;Стол-тумба СПКБ-18/6 (1800х600х850) (Ванна слева);stol-tumba-spkb-18-6-1800h600h850-vanna-sleva;3814;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;;;58 191
3822;Стол-тумба СПКБ-18/6 (1800х600х850) (Ванна справа);stol-tumba-spkb-18-6-1800h600h850-vanna-sprava;3814;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;;;58 191
3823;Стол-тумба СПКБ-10/7 (1000х700х850) (Ванна слева);stol-tumba-spkb-10-7-1000h700h850-vanna-sleva;3814;heigh850width700depth1000;850;700;1000;ООО «АССУМ»;;;;;54 563
3824;Стол-тумба СПКБ-10/7 (1000х700х850) (Ванна справа);stol-tumba-spkb-10-7-1000h700h850-vanna-sprava;3814;heigh850width700depth1000;850;700;1000;ООО «АССУМ»;;;;;54 563
3825;Стол-тумба СПКБ-12/7 (1200х700х850) (Ванна слева);stol-tumba-spkb-12-7-1200h700h850-vanna-sleva;3814;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;;;;57 771
3826;Стол-тумба СПКБ-12/7 (1200х700х850) (Ванна справа);stol-tumba-spkb-12-7-1200h700h850-vanna-sprava;3814;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;;;;57 771
3827;Стол-тумба СПКБ-15/7 (1500х700х850) (Ванна слева);stol-tumba-spkb-15-7-1500h700h850-vanna-sleva;3814;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;;;60 976
3828;Стол-тумба СПКБ-15/7 (1500х700х850) (Ванна справа);stol-tumba-spkb-15-7-1500h700h850-vanna-sprava;3814;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;;;60 976
3829;Стол-тумба СПКБ-18/7 (1800х700х850) (Ванна слева);stol-tumba-spkb-18-7-1800h700h850-vanna-sleva;3814;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;66 303
3830;Стол-тумба СПКБ-18/7 (1800х700х850) (Ванна справа);stol-tumba-spkb-18-7-1800h700h850-vanna-sprava;3814;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;66 303
3832;Стол-тумба СПКБ-18/7 (1800х700х850) (2 ванны слева);vanna-s-dverju-kupe-spkb-18-7-1800h700h850-2-vanny-sleva;3831;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;80 791
3833;Стол-тумба СПКБ-18/7 (1800х700х850) (2 ванны справа);vanna-s-dverju-kupe-spkb-18-7-1800h700h850-2-vanny-sprava;3831;heigh850width700depth1800;850;700;1800;ООО «АССУМ»;;;;;80 791
3834;Стол-тумба СПКБ-18/6 (1800х600х850) (2 ванны слева);vanna-s-dverju-kupe-spkb-18-6-1800h600h850-2-vanny-sleva;3831;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;;;72 680
3835;Стол-тумба СПКБ-18/6 (1800х600х850) (2 ванны справа);vanna-s-dverju-kupe-spkb-18-6-1800h600h850-2-vanny-sprava;3831;heigh850width600depth1800;850;600;1800;ООО «АССУМ»;;;;;72 680
3836;Стол-тумба СПКБ-15/6 (1500х600х850) (2 ванны слева);vanna-s-dverju-kupe-spkb-15-6-1500h600h850-2-vanny-sleva;3831;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;;;69 903
3837;Стол-тумба СПКБ-15/6 (1500х600х850) (2 ванны справа);vanna-s-dverju-kupe-spkb-15-6-1500h600h850-2-vanny-sprava;3831;heigh850width600depth1500;850;600;1500;ООО «АССУМ»;;;;;69 903
3838;Стол-тумба СПКБ-15/7 (1500х700х850) (2 ванны слева);vanna-s-dverju-kupe-spkb-15-7-1500h700h850-2-vanny-sleva;3831;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;;;75 468
3839;Стол-тумба СПКБ-15/7 (1500х700х850) (2 ванны справа);vanna-s-dverju-kupe-spkb-15-7-1500h700h850-2-vanny-sprava;3831;heigh850width700depth1500;850;700;1500;ООО «АССУМ»;;;;;75 468
3840;Стол-тумба СПКБ-10/6 (1000х600х850) (2 ванны слева);vanna-s-dverju-kupe-spkb-10-6-1000h600h850-2-vanny-sleva;3831;heigh850width600depth1000;850;600;1000;ООО «АССУМ»;;;;;63 830
3841;Стол-тумба СПКБ-10/7 (1000х700х850) (2 ванны слева);vanna-s-dverju-kupe-spkb-10-7-1000h700h850-2-vanny-sleva;3831;heigh850width700depth1000;850;700;1000;ООО «АССУМ»;;;;;70 883
3842;Стол-тумба СПКБ-12/6 (1200х600х850) (2 ванны слева);vanna-s-dverju-kupe-spkb-12-6-1200h600h850-2-vanny-sleva;3831;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;;;66 333
3843;Стол-тумба СПКБ-12/6 (1200х600х850) (2 ванны справа);vanna-s-dverju-kupe-spkb-12-6-1200h600h850-2-vanny-sprava;3831;heigh850width600depth1200;850;600;1200;ООО «АССУМ»;;;;;66 333
3844;Стол-тумба СПКБ-12/7 (1200х700х850) (2 ванны слева);vanna-s-dverju-kupe-spkb-12-7-1200h700h850-2-vanny-sleva;3831;heigh850width700depth1200;850;700;1200;ООО «АССУМ»;;;;;69 901
