IE_XML_ID;IE_NAME;IE_CODE;IP_PROP91;IP_PROP90;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP340;IP_PROP341;IP_PROP342;IP_PROP343;IP_PROP344;IP_PROP74;IP_PROP334;CV_PRICE_1
3465;Подтоварник ПП-С-10/4 (1000х400х300);podtovarnik-pp-s-10-4-1000x400x300;3464;heigh300width400depth1000;300;400;1000;1020;420;13.6;70;13;;;4 161
3466;Подтоварник ПП-С-12/4 (1200х400х300);podtovarnik-pp-s-12-4-1200x400x300;3464;heigh300width400depth1200;300;400;1200;1220;420;15.8;70;15;;;4 786
3467;Подтоварник ПП-С-15/4 (1500х400х300);podtovarnik-pp-s-15-4-1500x400x300;3464;heigh300width400depth1500;300;400;1500;1520;420;19;70;18;;;5 410
3468;Подтоварник ПП-С-6/4 (600х400х300);podtovarnik-pp-s-6-4-600x400x300;3464;heigh300width400depth600;300;400;600;620;420;9.5;70;9;ООО «АССУМ»;4 стороны (оцинкованная сталь. 0.7 мм);3 216
3470;Подтоварник ПП-П-10/6 (1000х600х300);podtovarnik-pp-p-10-6-1000x600x300;3469;heigh300width600depth1000;300;600;1000;1020;620;19;70;18;;;5 822
3471;Подтоварник ПП-П-12/6 (1200х600х300);podtovarnik-pp-p-12-6-1200x600x300;3469;heigh300width600depth1200;300;600;1200;1220;620;21;70;20;;;6 559
3472;Подтоварник ПП-П-15/6 (1500х600х300);podtovarnik-pp-p-15-6-1500x600x300;3469;heigh300width600depth1500;300;600;1500;1520;620;25.2;70;24;;;7 453
3473;Подтоварник ПП-П-6/6 (600х600х300);podtovarnik-pp-p-6-6-600x600x300;3469;heigh300width600depth600;300;600;600;600;600;12.7;70;12;;;4 612
