IE_XML_ID;IE_NAME;IE_CODE;IP_PROP91;IP_PROP90;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP77;CV_PRICE_1
3046;Односекционный металлический шкаф для сумок ШРМ-14 / 300;Odnosektsionnyj-metallicheskij-shkaf-dlja-sumok-ShRM-14-/-300;3045;heigh1860width300depth500;1860;300;500;22;9 146
3047;Односекционный металлический шкаф для сумок ШРМ-14 / 400;Odnosektsionnyj-metallicheskij-shkaf-dlja-sumok-ShRM-14-/-400;3045;heigh1860width400depth500;1860;400;500;28;11 941
3049;Двухсекционный металлический шкаф для сумок ШРМ-28;Dvuhsektsionnyj-metallicheskij-shkaf-dlja-sumok-ShRM-28;3048;heigh1860width614depth500;1860;614;500;;14 520
3051;Трехсекционный металлический шкаф для сумок ШРМ-312;Trehsektsionnyj-metallicheskij-shkaf-dlja-sumok-ShRM-312;3050;heigh1860width900depth500;1860;900;500;;21 660
3053;Промежуточная секция модульного ряда ШРМ-14-М;Promezhutochnaja-sektsija-modul'nogo-rjada-ShRM-14-M;3052;heigh1860width300depth500;1860;300;500;;8 071
3055;Модульный металлический шкаф для сумок ШРМ-28-М;Modul'nyj-metallicheskij-shkaf-dlja-sumok-ShRM-28-M;3054;heigh1860width600depth500;1860;600;500;;14 520
