IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP64;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP76;IP_PROP77;IP_PROP75;IP_PROP78;IP_PROP79;IP_PROP80;IP_PROP81;IP_PROP82;IP_PROP83;IP_PROP74;IP_PROP265;IP_PROP266;IP_PROP274;IP_PROP273;IP_PROP267;IP_PROP278;IP_PROP279;IP_PROP280;IP_PROP314;IP_PROP281;IP_PROP271;IP_PROP282;IP_PROP283;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
536;Мебельный сейф MDTB ES-30.Е;https://www.safe.ru/upload/resize_cache/iblock/27c/240_240_1/27cce3d7edf496d0b499e1f0f2e02c13.jpg;;html;seyf-mdtb-es-30-e;html;https://www.safe.ru/upload/iblock/fb4/fb4fbfd7bfd8d51c6c614eb32165dc82.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/27c/27cce3d7edf496d0b499e1f0f2e02c13.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Мебельный сейф MDTB ES-30.Е.pdf;300;440;354;294x434x303;27;39;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;38 000;RUB
536;Мебельный сейф MDTB ES-30.Е;https://www.safe.ru/upload/resize_cache/iblock/27c/240_240_1/27cce3d7edf496d0b499e1f0f2e02c13.jpg;;html;seyf-mdtb-es-30-e;html;https://www.safe.ru/upload/iblock/fb4/fb4fbfd7bfd8d51c6c614eb32165dc82.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/27c/27cce3d7edf496d0b499e1f0f2e02c13.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Мебельный сейф MDTB ES-30.Е.pdf;300;440;354;294x434x303;27;39;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;38 000;RUB
536;Мебельный сейф MDTB ES-30.Е;https://www.safe.ru/upload/resize_cache/iblock/27c/240_240_1/27cce3d7edf496d0b499e1f0f2e02c13.jpg;;html;seyf-mdtb-es-30-e;html;https://www.safe.ru/upload/iblock/fb4/fb4fbfd7bfd8d51c6c614eb32165dc82.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/8b1/ES-30E-3.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Мебельный сейф MDTB ES-30.Е.pdf;300;440;354;294x434x303;27;39;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;38 000;RUB
536;Мебельный сейф MDTB ES-30.Е;https://www.safe.ru/upload/resize_cache/iblock/27c/240_240_1/27cce3d7edf496d0b499e1f0f2e02c13.jpg;;html;seyf-mdtb-es-30-e;html;https://www.safe.ru/upload/iblock/fb4/fb4fbfd7bfd8d51c6c614eb32165dc82.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/8b1/ES-30E-3.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Мебельный сейф MDTB ES-30.Е.pdf;300;440;354;294x434x303;27;39;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;38 000;RUB
536;Мебельный сейф MDTB ES-30.Е;https://www.safe.ru/upload/resize_cache/iblock/27c/240_240_1/27cce3d7edf496d0b499e1f0f2e02c13.jpg;;html;seyf-mdtb-es-30-e;html;https://www.safe.ru/upload/iblock/fb4/fb4fbfd7bfd8d51c6c614eb32165dc82.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/68c/ES-30E.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Мебельный сейф MDTB ES-30.Е.pdf;300;440;354;294x434x303;27;39;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;38 000;RUB
536;Мебельный сейф MDTB ES-30.Е;https://www.safe.ru/upload/resize_cache/iblock/27c/240_240_1/27cce3d7edf496d0b499e1f0f2e02c13.jpg;;html;seyf-mdtb-es-30-e;html;https://www.safe.ru/upload/iblock/fb4/fb4fbfd7bfd8d51c6c614eb32165dc82.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/68c/ES-30E.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Мебельный сейф MDTB ES-30.Е.pdf;300;440;354;294x434x303;27;39;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;38 000;RUB
536;Мебельный сейф MDTB ES-30.Е;https://www.safe.ru/upload/resize_cache/iblock/27c/240_240_1/27cce3d7edf496d0b499e1f0f2e02c13.jpg;;html;seyf-mdtb-es-30-e;html;https://www.safe.ru/upload/iblock/fb4/fb4fbfd7bfd8d51c6c614eb32165dc82.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/62f/ES-30E-2.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Мебельный сейф MDTB ES-30.Е.pdf;300;440;354;294x434x303;27;39;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;38 000;RUB
536;Мебельный сейф MDTB ES-30.Е;https://www.safe.ru/upload/resize_cache/iblock/27c/240_240_1/27cce3d7edf496d0b499e1f0f2e02c13.jpg;;html;seyf-mdtb-es-30-e;html;https://www.safe.ru/upload/iblock/fb4/fb4fbfd7bfd8d51c6c614eb32165dc82.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/62f/ES-30E-2.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Мебельный сейф MDTB ES-30.Е.pdf;300;440;354;294x434x303;27;39;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;38 000;RUB
537;Мебельный сейф МDТВ ES-46.E;https://www.safe.ru/upload/resize_cache/iblock/1d2/240_240_1/1d205d347b3d89537bc7acd6418fb3db.jpg;;html;seyf-mdtv-es-46-e;html;https://www.safe.ru/upload/iblock/291/29181d4d7b8bc3727ec3c999b9f5dcb8.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/1d2/1d205d347b3d89537bc7acd6418fb3db.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Мебельный сейф МDТВ ES-46.E.pdf;460;440;354;454x434x303;35;60;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;42 000;RUB
537;Мебельный сейф МDТВ ES-46.E;https://www.safe.ru/upload/resize_cache/iblock/1d2/240_240_1/1d205d347b3d89537bc7acd6418fb3db.jpg;;html;seyf-mdtv-es-46-e;html;https://www.safe.ru/upload/iblock/291/29181d4d7b8bc3727ec3c999b9f5dcb8.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/1d2/1d205d347b3d89537bc7acd6418fb3db.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Мебельный сейф МDТВ ES-46.E.pdf;460;440;354;454x434x303;35;60;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;42 000;RUB
537;Мебельный сейф МDТВ ES-46.E;https://www.safe.ru/upload/resize_cache/iblock/1d2/240_240_1/1d205d347b3d89537bc7acd6418fb3db.jpg;;html;seyf-mdtv-es-46-e;html;https://www.safe.ru/upload/iblock/291/29181d4d7b8bc3727ec3c999b9f5dcb8.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/672/ES-46E-2.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Мебельный сейф МDТВ ES-46.E.pdf;460;440;354;454x434x303;35;60;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;42 000;RUB
537;Мебельный сейф МDТВ ES-46.E;https://www.safe.ru/upload/resize_cache/iblock/1d2/240_240_1/1d205d347b3d89537bc7acd6418fb3db.jpg;;html;seyf-mdtv-es-46-e;html;https://www.safe.ru/upload/iblock/291/29181d4d7b8bc3727ec3c999b9f5dcb8.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/672/ES-46E-2.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Мебельный сейф МDТВ ES-46.E.pdf;460;440;354;454x434x303;35;60;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;42 000;RUB
537;Мебельный сейф МDТВ ES-46.E;https://www.safe.ru/upload/resize_cache/iblock/1d2/240_240_1/1d205d347b3d89537bc7acd6418fb3db.jpg;;html;seyf-mdtv-es-46-e;html;https://www.safe.ru/upload/iblock/291/29181d4d7b8bc3727ec3c999b9f5dcb8.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/d4d/ES-46E.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Мебельный сейф МDТВ ES-46.E.pdf;460;440;354;454x434x303;35;60;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;42 000;RUB
537;Мебельный сейф МDТВ ES-46.E;https://www.safe.ru/upload/resize_cache/iblock/1d2/240_240_1/1d205d347b3d89537bc7acd6418fb3db.jpg;;html;seyf-mdtv-es-46-e;html;https://www.safe.ru/upload/iblock/291/29181d4d7b8bc3727ec3c999b9f5dcb8.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/d4d/ES-46E.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Мебельный сейф МDТВ ES-46.E.pdf;460;440;354;454x434x303;35;60;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;42 000;RUB
538;Офисный сейф MDTB ES-63Т.Е;https://www.safe.ru/upload/resize_cache/iblock/349/240_240_1/3496cac8998c108c52e220616b2dde99.jpg;;html;seyf-mdtb-es-63t-e;html;https://www.safe.ru/upload/iblock/266/2669a125ad1990416ce4b4190ec2262b.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/349/3496cac8998c108c52e220616b2dde99.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Офисный сейф MDTB ES-63Т.Е.pdf;630;440;354;494x434x303;46;65/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;50 000;RUB
538;Офисный сейф MDTB ES-63Т.Е;https://www.safe.ru/upload/resize_cache/iblock/349/240_240_1/3496cac8998c108c52e220616b2dde99.jpg;;html;seyf-mdtb-es-63t-e;html;https://www.safe.ru/upload/iblock/266/2669a125ad1990416ce4b4190ec2262b.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/349/3496cac8998c108c52e220616b2dde99.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Офисный сейф MDTB ES-63Т.Е.pdf;630;440;354;494x434x303;46;65/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;50 000;RUB
538;Офисный сейф MDTB ES-63Т.Е;https://www.safe.ru/upload/resize_cache/iblock/349/240_240_1/3496cac8998c108c52e220616b2dde99.jpg;;html;seyf-mdtb-es-63t-e;html;https://www.safe.ru/upload/iblock/266/2669a125ad1990416ce4b4190ec2262b.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/fdc/63-TE-2.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Офисный сейф MDTB ES-63Т.Е.pdf;630;440;354;494x434x303;46;65/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;50 000;RUB
538;Офисный сейф MDTB ES-63Т.Е;https://www.safe.ru/upload/resize_cache/iblock/349/240_240_1/3496cac8998c108c52e220616b2dde99.jpg;;html;seyf-mdtb-es-63t-e;html;https://www.safe.ru/upload/iblock/266/2669a125ad1990416ce4b4190ec2262b.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/fdc/63-TE-2.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Офисный сейф MDTB ES-63Т.Е.pdf;630;440;354;494x434x303;46;65/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;50 000;RUB
538;Офисный сейф MDTB ES-63Т.Е;https://www.safe.ru/upload/resize_cache/iblock/349/240_240_1/3496cac8998c108c52e220616b2dde99.jpg;;html;seyf-mdtb-es-63t-e;html;https://www.safe.ru/upload/iblock/266/2669a125ad1990416ce4b4190ec2262b.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/6a1/63-TE.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Офисный сейф MDTB ES-63Т.Е.pdf;630;440;354;494x434x303;46;65/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;50 000;RUB
538;Офисный сейф MDTB ES-63Т.Е;https://www.safe.ru/upload/resize_cache/iblock/349/240_240_1/3496cac8998c108c52e220616b2dde99.jpg;;html;seyf-mdtb-es-63t-e;html;https://www.safe.ru/upload/iblock/266/2669a125ad1990416ce4b4190ec2262b.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/6a1/63-TE.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Офисный сейф MDTB ES-63Т.Е.pdf;630;440;354;494x434x303;46;65/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;50 000;RUB
539;Офисный сейф MDTB ES-90Т.Е;https://www.safe.ru/upload/resize_cache/iblock/f1d/240_240_1/f1d9676e5e9debaa6af1e70768dc0245.jpg;;html;seyf-mdtb-es-90t-e;html;https://www.safe.ru/upload/iblock/a80/a80922122392a80e88abce38214f6cd0.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/f1d/f1d9676e5e9debaa6af1e70768dc0245.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Офисный сейф MDTB ES-90Т.Е.pdf;900;440;354;764x434x303;60;100/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;56 000;RUB
539;Офисный сейф MDTB ES-90Т.Е;https://www.safe.ru/upload/resize_cache/iblock/f1d/240_240_1/f1d9676e5e9debaa6af1e70768dc0245.jpg;;html;seyf-mdtb-es-90t-e;html;https://www.safe.ru/upload/iblock/a80/a80922122392a80e88abce38214f6cd0.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/f1d/f1d9676e5e9debaa6af1e70768dc0245.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Офисный сейф MDTB ES-90Т.Е.pdf;900;440;354;764x434x303;60;100/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;56 000;RUB
539;Офисный сейф MDTB ES-90Т.Е;https://www.safe.ru/upload/resize_cache/iblock/f1d/240_240_1/f1d9676e5e9debaa6af1e70768dc0245.jpg;;html;seyf-mdtb-es-90t-e;html;https://www.safe.ru/upload/iblock/a80/a80922122392a80e88abce38214f6cd0.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/1f1/1f101c4b48dcf31642b80cab11eb0ced.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Офисный сейф MDTB ES-90Т.Е.pdf;900;440;354;764x434x303;60;100/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;56 000;RUB
539;Офисный сейф MDTB ES-90Т.Е;https://www.safe.ru/upload/resize_cache/iblock/f1d/240_240_1/f1d9676e5e9debaa6af1e70768dc0245.jpg;;html;seyf-mdtb-es-90t-e;html;https://www.safe.ru/upload/iblock/a80/a80922122392a80e88abce38214f6cd0.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/1f1/1f101c4b48dcf31642b80cab11eb0ced.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Офисный сейф MDTB ES-90Т.Е.pdf;900;440;354;764x434x303;60;100/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;56 000;RUB
539;Офисный сейф MDTB ES-90Т.Е;https://www.safe.ru/upload/resize_cache/iblock/f1d/240_240_1/f1d9676e5e9debaa6af1e70768dc0245.jpg;;html;seyf-mdtb-es-90t-e;html;https://www.safe.ru/upload/iblock/a80/a80922122392a80e88abce38214f6cd0.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/4bc/4bc2bc955fb20a041f1315d5374e5ded.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Офисный сейф MDTB ES-90Т.Е.pdf;900;440;354;764x434x303;60;100/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;56 000;RUB
539;Офисный сейф MDTB ES-90Т.Е;https://www.safe.ru/upload/resize_cache/iblock/f1d/240_240_1/f1d9676e5e9debaa6af1e70768dc0245.jpg;;html;seyf-mdtb-es-90t-e;html;https://www.safe.ru/upload/iblock/a80/a80922122392a80e88abce38214f6cd0.jpg;"<div class=""text-block""><ul><li>защита замка от высверливания</li><li>толщина защитного слоя двери 5 мм</li><li>толщина боковых стенок 3 мм</li><li>кодовый электронный замок PS 310/Е31 (Класс В) </li><li>наличие анкерного крепления к полу и стене</li><li>анкерные болты в комплекте</li></ul></div>";https://www.safe.ru/upload/iblock/4bc/4bc2bc955fb20a041f1315d5374e5ded.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации замка Офисный сейф MDTB ES-90Т.Е.pdf;900;440;354;764x434x303;60;100/14;класс S2;1;электронный кодовый;синий (RAL 5001);порошковое;5 лет (с учетом прохождения планового ТО);MDTB;Германия;130x434x241;;;;;;;;;;;;Сейфы;Сейфы Европейской сертификации;MDTB класса S2 ES;56 000;RUB
