IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP64;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP77;IP_PROP80;IP_PROP81;IP_PROP82;IP_PROP83;IP_PROP74;IP_PROP265;IP_PROP305;IP_PROP282;IP_PROP284;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
1812;Ключница KEY-30 G;https://www.safe.ru/upload/iblock/fbd/fbd022855243c2e0e1fb6972cb670fdf.jpg;;html;klyuchnitsa-key-30-g;html;https://www.safe.ru/upload/iblock/058/058e540995de8e8ef7c74c9b61268427.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 30шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/fbd/fbd022855243c2e0e1fb6972cb670fdf.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-30 G.pdf;402;367;40;3.1;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;3 335;RUB
1812;Ключница KEY-30 G;https://www.safe.ru/upload/iblock/fbd/fbd022855243c2e0e1fb6972cb670fdf.jpg;;html;klyuchnitsa-key-30-g;html;https://www.safe.ru/upload/iblock/058/058e540995de8e8ef7c74c9b61268427.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 30шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/714/7140bc3275a97fe444c140a8ca5f7e47.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-30 G.pdf;402;367;40;3.1;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;3 335;RUB
1812;Ключница KEY-30 G;https://www.safe.ru/upload/iblock/fbd/fbd022855243c2e0e1fb6972cb670fdf.jpg;;html;klyuchnitsa-key-30-g;html;https://www.safe.ru/upload/iblock/058/058e540995de8e8ef7c74c9b61268427.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 30шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/de2/de2db9d3df49284181b46f4a732540c4.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-30 G.pdf;402;367;40;3.1;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;3 335;RUB
1812;Ключница KEY-30 G;https://www.safe.ru/upload/iblock/fbd/fbd022855243c2e0e1fb6972cb670fdf.jpg;;html;klyuchnitsa-key-30-g;html;https://www.safe.ru/upload/iblock/058/058e540995de8e8ef7c74c9b61268427.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 30шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/fbd/fbd022855243c2e0e1fb6972cb670fdf.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-30 G.pdf;402;367;40;3.1;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;3 335;RUB
1813;Ключница KEY-40 G;https://www.safe.ru/upload/iblock/683/683f2f382a11e431d26c7e3ff4781635.jpg;;html;klyuchnitsa-key-40-g;html;https://www.safe.ru/upload/iblock/f2e/f2e48d8a8db10a082a3ea1b29dcaf092.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 40шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/683/683f2f382a11e431d26c7e3ff4781635.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-40 G.pdf;502;367;40;3.9;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;3 935;RUB
1813;Ключница KEY-40 G;https://www.safe.ru/upload/iblock/683/683f2f382a11e431d26c7e3ff4781635.jpg;;html;klyuchnitsa-key-40-g;html;https://www.safe.ru/upload/iblock/f2e/f2e48d8a8db10a082a3ea1b29dcaf092.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 40шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/95d/95d1e20f56b9bc959b951929f81a1ee0.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-40 G.pdf;502;367;40;3.9;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;3 935;RUB
1813;Ключница KEY-40 G;https://www.safe.ru/upload/iblock/683/683f2f382a11e431d26c7e3ff4781635.jpg;;html;klyuchnitsa-key-40-g;html;https://www.safe.ru/upload/iblock/f2e/f2e48d8a8db10a082a3ea1b29dcaf092.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 40шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/346/346e850757d9155accd2efffbfc50b0c.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-40 G.pdf;502;367;40;3.9;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;3 935;RUB
1813;Ключница KEY-40 G;https://www.safe.ru/upload/iblock/683/683f2f382a11e431d26c7e3ff4781635.jpg;;html;klyuchnitsa-key-40-g;html;https://www.safe.ru/upload/iblock/f2e/f2e48d8a8db10a082a3ea1b29dcaf092.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 40шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/683/683f2f382a11e431d26c7e3ff4781635.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-40 G.pdf;502;367;40;3.9;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;3 935;RUB
1814;Ключница KEY-50 G;https://www.safe.ru/upload/iblock/01a/01aef23196a648ca675efe1602ca97ec.jpg;;html;klyuchnitsa-key-50-g;html;https://www.safe.ru/upload/iblock/32b/32b0699c565f54072bef82028f604f9a.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 50шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/01a/01aef23196a648ca675efe1602ca97ec.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-50 G.pdf;602;367;40;4.6;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;4 535;RUB
1814;Ключница KEY-50 G;https://www.safe.ru/upload/iblock/01a/01aef23196a648ca675efe1602ca97ec.jpg;;html;klyuchnitsa-key-50-g;html;https://www.safe.ru/upload/iblock/32b/32b0699c565f54072bef82028f604f9a.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 50шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/71f/71f36c04ceaaefbda725c18e8c35ec16.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-50 G.pdf;602;367;40;4.6;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;4 535;RUB
1814;Ключница KEY-50 G;https://www.safe.ru/upload/iblock/01a/01aef23196a648ca675efe1602ca97ec.jpg;;html;klyuchnitsa-key-50-g;html;https://www.safe.ru/upload/iblock/32b/32b0699c565f54072bef82028f604f9a.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 50шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/590/5906f544f4f4ef46aa743239a6fa2aaf.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-50 G.pdf;602;367;40;4.6;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;4 535;RUB
1814;Ключница KEY-50 G;https://www.safe.ru/upload/iblock/01a/01aef23196a648ca675efe1602ca97ec.jpg;;html;klyuchnitsa-key-50-g;html;https://www.safe.ru/upload/iblock/32b/32b0699c565f54072bef82028f604f9a.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 50шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/01a/01aef23196a648ca675efe1602ca97ec.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-50 G.pdf;602;367;40;4.6;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;4 535;RUB
1815;Ключница KEY-1 FIRE;https://www.safe.ru/upload/iblock/9ba/9ba0ca2a2ecb70ef2959b35f42319773.jpg;;html;klyuchnitsa-key-1-fire;html;https://www.safe.ru/upload/iblock/611/61129dfc0463e26e618d0b25eebeb6ca.jpg;"<div class=""text-block""><p>Предназначена для хранения ключей от пожарного выхода. </p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащена стеклянной шторкой и молоточком</li><li>Ключевой замок</li><li>Количество крючков для ключей - 1шт.</li></ul> </div>";https://www.safe.ru/upload/iblock/9ba/9ba0ca2a2ecb70ef2959b35f42319773.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-1 FIRE.pdf;175;162;40;0.9;;;;;;;;;;Другая продукция;Ключницы;Пожарные ключницы KEY FIRE;1 295;RUB
1815;Ключница KEY-1 FIRE;https://www.safe.ru/upload/iblock/9ba/9ba0ca2a2ecb70ef2959b35f42319773.jpg;;html;klyuchnitsa-key-1-fire;html;https://www.safe.ru/upload/iblock/611/61129dfc0463e26e618d0b25eebeb6ca.jpg;"<div class=""text-block""><p>Предназначена для хранения ключей от пожарного выхода. </p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащена стеклянной шторкой и молоточком</li><li>Ключевой замок</li><li>Количество крючков для ключей - 1шт.</li></ul> </div>";https://www.safe.ru/upload/iblock/da1/da10141973bb339596abe559688a1138.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-1 FIRE.pdf;175;162;40;0.9;;;;;;;;;;Другая продукция;Ключницы;Пожарные ключницы KEY FIRE;1 295;RUB
1815;Ключница KEY-1 FIRE;https://www.safe.ru/upload/iblock/9ba/9ba0ca2a2ecb70ef2959b35f42319773.jpg;;html;klyuchnitsa-key-1-fire;html;https://www.safe.ru/upload/iblock/611/61129dfc0463e26e618d0b25eebeb6ca.jpg;"<div class=""text-block""><p>Предназначена для хранения ключей от пожарного выхода. </p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащена стеклянной шторкой и молоточком</li><li>Ключевой замок</li><li>Количество крючков для ключей - 1шт.</li></ul> </div>";https://www.safe.ru/upload/iblock/b1c/b1cf2a1422a465a246d1a6aa29a83f4a.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-1 FIRE.pdf;175;162;40;0.9;;;;;;;;;;Другая продукция;Ключницы;Пожарные ключницы KEY FIRE;1 295;RUB
1815;Ключница KEY-1 FIRE;https://www.safe.ru/upload/iblock/9ba/9ba0ca2a2ecb70ef2959b35f42319773.jpg;;html;klyuchnitsa-key-1-fire;html;https://www.safe.ru/upload/iblock/611/61129dfc0463e26e618d0b25eebeb6ca.jpg;"<div class=""text-block""><p>Предназначена для хранения ключей от пожарного выхода. </p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащена стеклянной шторкой и молоточком</li><li>Ключевой замок</li><li>Количество крючков для ключей - 1шт.</li></ul> </div>";https://www.safe.ru/upload/iblock/9ba/9ba0ca2a2ecb70ef2959b35f42319773.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-1 FIRE.pdf;175;162;40;0.9;;;;;;;;;;Другая продукция;Ключницы;Пожарные ключницы KEY FIRE;1 295;RUB
1816;Ключница KB-20;https://www.safe.ru/upload/resize_cache/iblock/e73/240_240_1/e732e48f760fff38b48cb6c79288eec1.jpg;;html;nastennaya-klyuchnitsa-kb-20;html;https://www.safe.ru/upload/iblock/c20/c20700186db3aaa8c8604df38b457664.jpg;"<div class=""text-block""><ul><li>предназначен для хранения ключей</li><li> корпус и дверь изготовлены из стали</li><li>в комплект входят пластиковые брелки и крепежная система</li><li>количество ключей 20 шт.</li></ul> </div>";https://www.safe.ru/upload/iblock/e73/e732e48f760fff38b48cb6c79288eec1.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ключница KB-20.pdf;250;180;80;1,4;ключевой;светло-серый;защитное фосфатное;;Shuhra;Тайвань;20;;;Другая продукция;Ключницы;Ключницы Тайвань;1 295;RUB
1817;Ключница KB-50;https://www.safe.ru/upload/resize_cache/iblock/e5c/240_240_1/e5c773fadce03b3e4895c3e52f6679d9.jpg;;html;nastennaya-klyuchnitsa-kb-50;html;https://www.safe.ru/upload/iblock/e34/e3441fc3d27fe7da5dd802a92cc3640b.jpg;"<div class=""text-block""><ul><li>предназначен для хранения ключей</li><li>корпус и дверь изготовлены из стали</li><li> в комплект входят пластиковые брелки и крепежная система</li><li> количество ключей 50 шт.</li></ul> </div>";https://www.safe.ru/upload/iblock/e5c/e5c773fadce03b3e4895c3e52f6679d9.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ключница KB-50.pdf;300;230;90;2,3;ключевой;светло-серый;защитное фосфатное;;Shuhra;Тайвань;;;;Другая продукция;Ключницы;Ключницы Тайвань;1 950;RUB
1818;Ключница KB-70;https://www.safe.ru/upload/resize_cache/iblock/d51/240_240_1/d51bc7ecd36f52e07ee1c220cdc5ede6.jpg;;html;nastennaya-klyuchnitsa-kb-70;html;https://www.safe.ru/upload/iblock/2e8/2e8ca870f39affd5b760a9377fda11dd.jpg;"<div class=""text-block""><ul><li>предназначен для хранения ключей</li><li>корпус и дверь изготовлены из стали</li><li> в комплект входят пластиковые брелки и крепежная система</li><li> количество ключей 70 шт.</li></ul> </div>";https://www.safe.ru/upload/iblock/d51/d51bc7ecd36f52e07ee1c220cdc5ede6.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ключница KB-70.pdf;300;230;90;3;ключевой;светло-серый;защитное фосфатное;;Shuhra;Тайвань;;;;Другая продукция;Ключницы;Ключницы Тайвань;2 559;RUB
1819;Ключница KB-120;https://www.safe.ru/upload/resize_cache/iblock/620/240_240_1/6207f3766e1f38eb98f181d9a521dc90.jpg;;html;nastennaya-klyuchnitsa-kb-120;html;https://www.safe.ru/upload/iblock/420/4201d0873b3828a2e5eebbe128bcebd9.jpg;"<div class=""text-block""><ul><li>предназначен для хранения ключей</li><li>корпус и дверь изготовлены из стали</li><li> в комплект входят пластиковые брелки и крепежная система</li><li> количество ключей 120 шт.</li></ul> </div>";https://www.safe.ru/upload/iblock/620/6207f3766e1f38eb98f181d9a521dc90.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ключница KB-120.pdf;360;250;110;4,2;ключевой;светло-серый;защитное фосфатное;;Shuhra;Тайвань;120;;;Другая продукция;Ключницы;Ключницы Тайвань;2 950;RUB
1820;Многоквартирные почтовые ящики ПРАКТИК PB-4C KL;https://www.safe.ru/upload/resize_cache/iblock/06a/240_240_1/06a33233e1d61bcd5f1fb22ad5750564.jpg;;html;pochtovyy-yashchik-praktik-pb-4;html;https://www.safe.ru/upload/iblock/fba/fba1d45a0f521bec236b1587c7fbf446.jpg;"<div class=""text-block""><p>Предназначены для приема и временного хранения корреспонденции. Устанавливаются в подъездах многоквартирных жилых домов</p><ul><li> многосекционная конструкция изготовлена из стали 0,5 мм</li><li> каждая секция имеет дверцу, запирающуюся индивидуальным ключевым замком ПРАКТИК (2 ключа в комплекте)</li><li> современный внешний вид, удобны в монтаже и эксплуатации</li><li>конструкция позволяет с легкостью произвести замену или ремонт отдельной дверцы</li><li> поставляются в собранном виде</li></ul> </div>";https://www.safe.ru/upload/iblock/06a/06a33233e1d61bcd5f1fb22ad5750564.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Многоквартирные почтовые ящики ПРАКТИК PB-4C KL.pdf;433/545;390;203;3.44;ключевой;cерый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;Россия;;4;;Другая продукция;Почтовые ящики;Почтовые ящики ПРАКТИК;2 055;RUB
1820;Многоквартирные почтовые ящики ПРАКТИК PB-4C KL;https://www.safe.ru/upload/resize_cache/iblock/06a/240_240_1/06a33233e1d61bcd5f1fb22ad5750564.jpg;;html;pochtovyy-yashchik-praktik-pb-4;html;https://www.safe.ru/upload/iblock/fba/fba1d45a0f521bec236b1587c7fbf446.jpg;"<div class=""text-block""><p>Предназначены для приема и временного хранения корреспонденции. Устанавливаются в подъездах многоквартирных жилых домов</p><ul><li> многосекционная конструкция изготовлена из стали 0,5 мм</li><li> каждая секция имеет дверцу, запирающуюся индивидуальным ключевым замком ПРАКТИК (2 ключа в комплекте)</li><li> современный внешний вид, удобны в монтаже и эксплуатации</li><li>конструкция позволяет с легкостью произвести замену или ремонт отдельной дверцы</li><li> поставляются в собранном виде</li></ul> </div>";https://www.safe.ru/upload/iblock/06a/06a33233e1d61bcd5f1fb22ad5750564.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответствии: Техническому регламенту Таможенного союза. «О безопасности мебельной продукции ТР ТС 025/2012» Многоквартирные почтовые ящики ПРАКТИК PB-4C KL.pdf;433/545;390;203;3.44;ключевой;cерый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;Россия;;4;;Другая продукция;Почтовые ящики;Почтовые ящики ПРАКТИК;2 055;RUB
1821;Многоквартирные почтовые ящики ПРАКТИК PB-5C KL;https://www.safe.ru/upload/resize_cache/iblock/ee1/240_240_1/ee1e2e43d9aab8c4bdb5c12ed5952599.jpg;;html;pochtovyy-yashchik-praktik-pb-5;html;https://www.safe.ru/upload/iblock/b0e/b0ed7bfdefb8e8a7cd05f9558ce7891e.jpg;"<div class=""text-block""><p>Предназначены для приема и временного хранения корреспонденции. Устанавливаются в подъездах многоквартирных жилых домов</p><ul><li> многосекционная конструкция изготовлена из стали 0,5 мм</li><li> каждая секция имеет дверцу, запирающуюся индивидуальным ключевым замком ПРАКТИК (2 ключа в комплекте)</li><li> современный внешний вид, удобны в монтаже и эксплуатации</li><li>конструкция позволяет с легкостью произвести замену или ремонт отдельной дверцы</li><li> поставляются в собранном виде</li></ul> </div>";https://www.safe.ru/upload/iblock/ee1/ee1e2e43d9aab8c4bdb5c12ed5952599.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Многоквартирные почтовые ящики ПРАКТИК PB-5C KL.pdf;533/645;390;200;4.33;ключевой;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;Россия;;5;;Другая продукция;Почтовые ящики;Почтовые ящики ПРАКТИК;2 445;RUB
1821;Многоквартирные почтовые ящики ПРАКТИК PB-5C KL;https://www.safe.ru/upload/resize_cache/iblock/ee1/240_240_1/ee1e2e43d9aab8c4bdb5c12ed5952599.jpg;;html;pochtovyy-yashchik-praktik-pb-5;html;https://www.safe.ru/upload/iblock/b0e/b0ed7bfdefb8e8a7cd05f9558ce7891e.jpg;"<div class=""text-block""><p>Предназначены для приема и временного хранения корреспонденции. Устанавливаются в подъездах многоквартирных жилых домов</p><ul><li> многосекционная конструкция изготовлена из стали 0,5 мм</li><li> каждая секция имеет дверцу, запирающуюся индивидуальным ключевым замком ПРАКТИК (2 ключа в комплекте)</li><li> современный внешний вид, удобны в монтаже и эксплуатации</li><li>конструкция позволяет с легкостью произвести замену или ремонт отдельной дверцы</li><li> поставляются в собранном виде</li></ul> </div>";https://www.safe.ru/upload/iblock/ee1/ee1e2e43d9aab8c4bdb5c12ed5952599.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответствии: Техническому регламенту Таможенного союза. «О безопасности мебельной продукции ТР ТС 025/2012» Многоквартирные почтовые ящики ПРАКТИК PB-5C KL.pdf;533/645;390;200;4.33;ключевой;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;Россия;;5;;Другая продукция;Почтовые ящики;Почтовые ящики ПРАКТИК;2 445;RUB
1822;Многоквартирные почтовые ящики ПРАКТИК PB-6C KL;https://www.safe.ru/upload/resize_cache/iblock/138/240_240_1/13881f994d74c8847656778a0e389cbf.jpg;;html;pochtovyy-yashchik-praktik-pb-6;html;https://www.safe.ru/upload/iblock/2f0/2f04d392174d2d5f0d097c7d6758edd0.jpg;"<div class=""text-block""><p>Предназначены для приема и временного хранения корреспонденции. Устанавливаются в подъездах многоквартирных жилых домов</p><ul><li> многосекционная конструкция изготовлена из стали 0,5 мм</li><li> каждая секция имеет дверцу, запирающуюся индивидуальным ключевым замком ПРАКТИК (2 ключа в комплекте)</li><li> современный внешний вид, удобны в монтаже и эксплуатации</li><li>конструкция позволяет с легкостью произвести замену или ремонт отдельной дверцы</li><li> поставляются в собранном виде</li></ul> </div>";https://www.safe.ru/upload/iblock/138/13881f994d74c8847656778a0e389cbf.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест Многоквартирные почтовые ящики ПРАКТИК PB-6C KL.pdf;633/745;390;200;4.9;ключевой;cерый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;Россия;;6;;Другая продукция;Почтовые ящики;Почтовые ящики ПРАКТИК;2 825;RUB
1822;Многоквартирные почтовые ящики ПРАКТИК PB-6C KL;https://www.safe.ru/upload/resize_cache/iblock/138/240_240_1/13881f994d74c8847656778a0e389cbf.jpg;;html;pochtovyy-yashchik-praktik-pb-6;html;https://www.safe.ru/upload/iblock/2f0/2f04d392174d2d5f0d097c7d6758edd0.jpg;"<div class=""text-block""><p>Предназначены для приема и временного хранения корреспонденции. Устанавливаются в подъездах многоквартирных жилых домов</p><ul><li> многосекционная конструкция изготовлена из стали 0,5 мм</li><li> каждая секция имеет дверцу, запирающуюся индивидуальным ключевым замком ПРАКТИК (2 ключа в комплекте)</li><li> современный внешний вид, удобны в монтаже и эксплуатации</li><li>конструкция позволяет с легкостью произвести замену или ремонт отдельной дверцы</li><li> поставляются в собранном виде</li></ul> </div>";https://www.safe.ru/upload/iblock/138/13881f994d74c8847656778a0e389cbf.jpg;https://yarskmebel.tmweb.ru/upload/docs/Техническому регламенту Таможенного союза. «О безопасности мебельной продукции ТР ТС 025/2012» Многоквартирные почтовые ящики ПРАКТИК PB-6C KL.pdf;633/745;390;200;4.9;ключевой;cерый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;Россия;;6;;Другая продукция;Почтовые ящики;Почтовые ящики ПРАКТИК;2 825;RUB
