IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP64;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP304;IP_PROP77;IP_PROP82;IP_PROP83;IP_PROP74;IP_PROP265;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
1785;Ключница KMS-5;https://www.safe.ru/upload/resize_cache/iblock/2e4/240_240_1/2e4810cb85b3c3906b75ec060351d69c.jpg;;html;kms-5;html;https://www.safe.ru/upload/iblock/86c/86c2bf44aa92054858b9142447fce94a.jpg;"<div class=""text-block""><p>Комплект KMS-5 поставляется как демо-версия, без программного обеспечения, вспомогательных комплектующих и позволяет только демонстрировать возможности работы изделия. Для полноценной эксплуатации, в зависимости от задач заказчика, необходима дороботка конструкции и приобретение программного обеспечения.<br/><strong>Описание и состав оборудования комплекта KMS-5:</strong><br/><strong>Модуль KMS-5:</strong></p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet;</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства);</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS);</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками; </li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><strong>Терминал:</strong><ul><li>Наличие сенсорной виртуальной клавиатуры;</li><li>сканер отпечатков пальцев оптический;</li><li>встроенный считыватель RFID карт.</li><li>На терминале установлено программное обеспечение.</li><li>Технические характеристики терминала: количество пользователей 5000, кодов карт 5000, отпечатков пальцев 4500, событий 100000, USB, Ethernet, PoE, Wiegand выход, °С от 0 до +50.</li><li>Гарантия 1 год.</li></ul></div>";https://www.safe.ru/upload/iblock/2e4/2e4810cb85b3c3906b75ec060351d69c.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответсвии  Ключница KMS-5.pdf;266;502;147;;1;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1786;Автоматическая камера хранения SLS - 26;https://www.safe.ru/upload/resize_cache/iblock/afd/240_240_1/afd914033d722570d7abc0fa9a329057.jpg;;html;sls-26;html;https://www.safe.ru/upload/iblock/e1b/e1b58dd85ca0089b78b531affc3cf201.jpg;"<div class=""text-block""><p>Автоматическая камера позволяет организовать надежное хранение и автоматизировать процесс приема/выдачи предметов небольшого по высоте размера: документов, мобильных телефонов, гаджетов,  ключей и др. </p><p><strong>Описание:</strong> </p><ul><li>управление ячейками камеры хранения происходит с помощью терминала, установленного на секции SLS-00-24</li><li>камера хранения функционирует без расходных материалов в автономном режиме</li><li> количество ячеек можно увеличивать за счет дополнительной секции без терминала</li><li> нижние две ячейки можно использовать для хранения более крупных предметов</li></ul><p><strong>Технические характеристики:</strong></p><ul><li>ячейки оснащены электромеханическим замком-защелкой PS-901.</li><li>толщина лицевой панели ячейки – 1,2 мм</li><li>толщина корпуса ячеек – 1,2 мм</li><li>размер нижних ячеек В/Ш/Г, мм: 375/320/430</li><li>цвет: по шкале RAL</li></ul></div>";https://www.safe.ru/upload/iblock/afd/afd914033d722570d7abc0fa9a329057.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответствии Автоматическая камера хранения SLS - 26.pdf;1930;800;450;105x320x430;126;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические камеры хранения;Автоматические камеры хранения VALBERG SLS;0;RUB
1787;Ключница KMS-20;https://www.safe.ru/upload/resize_cache/iblock/281/240_240_1/28121ee51b8be8be1dff4c30d1dea1e0.jpg;;html;kms-20;html;https://www.safe.ru/upload/iblock/f38/f38bca939a8bcde769b8ebeb4c57963f.jpg;"<div class=""text-block""><p>Ключница KMS-20 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам.</p><p><strong>Описание и состав оборудования комплекта KMS-20:</strong></p><p><strong>Модуль KMS-20:</strong></p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p><strong>Дополнительные инструменты, ПО и гарантия:</strong></p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/281/28121ee51b8be8be1dff4c30d1dea1e0.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест  Ключница KMS-20.pdf;510;555/709;170;;27;порошковое; год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1787;Ключница KMS-20;https://www.safe.ru/upload/resize_cache/iblock/281/240_240_1/28121ee51b8be8be1dff4c30d1dea1e0.jpg;;html;kms-20;html;https://www.safe.ru/upload/iblock/f38/f38bca939a8bcde769b8ebeb4c57963f.jpg;"<div class=""text-block""><p>Ключница KMS-20 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам.</p><p><strong>Описание и состав оборудования комплекта KMS-20:</strong></p><p><strong>Модуль KMS-20:</strong></p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p><strong>Дополнительные инструменты, ПО и гарантия:</strong></p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/281/28121ee51b8be8be1dff4c30d1dea1e0.jpg;https://yarskmebel.tmweb.ru/upload/docs/Общая информация Ключница KMS-20.pdf;510;555/709;170;;27;порошковое; год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1787;Ключница KMS-20;https://www.safe.ru/upload/resize_cache/iblock/281/240_240_1/28121ee51b8be8be1dff4c30d1dea1e0.jpg;;html;kms-20;html;https://www.safe.ru/upload/iblock/f38/f38bca939a8bcde769b8ebeb4c57963f.jpg;"<div class=""text-block""><p>Ключница KMS-20 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам.</p><p><strong>Описание и состав оборудования комплекта KMS-20:</strong></p><p><strong>Модуль KMS-20:</strong></p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p><strong>Дополнительные инструменты, ПО и гарантия:</strong></p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/281/28121ee51b8be8be1dff4c30d1dea1e0.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации Ключница KMS-20.pdf;510;555/709;170;;27;порошковое; год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1787;Ключница KMS-20;https://www.safe.ru/upload/resize_cache/iblock/281/240_240_1/28121ee51b8be8be1dff4c30d1dea1e0.jpg;;html;kms-20;html;https://www.safe.ru/upload/iblock/f38/f38bca939a8bcde769b8ebeb4c57963f.jpg;"<div class=""text-block""><p>Ключница KMS-20 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам.</p><p><strong>Описание и состав оборудования комплекта KMS-20:</strong></p><p><strong>Модуль KMS-20:</strong></p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p><strong>Дополнительные инструменты, ПО и гарантия:</strong></p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/281/28121ee51b8be8be1dff4c30d1dea1e0.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответсвии  Ключница KMS-20.pdf;510;555/709;170;;27;порошковое; год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1788;Ключница KMS для интеграции;https://www.safe.ru/upload/resize_cache/iblock/d48/240_240_1/d48779c49901c1dd97f774440eac48cd.jpg;;html;kms-dlya-integratsii;html;https://www.safe.ru/upload/iblock/323/3233869313fe59d9773c5689ef6daa06.jpg;"<div class=""text-block""><p>Ключница для интеграции поставляется партнерам и интеграторам для проведения интеграции KMS с системами СКУД. Данный продукт поставляется как ключница без терминала.<br/><br/>На сегодняшний день реализована интеграция с терминалами корейской компании Virdi (AC-1100) и компанией Prosoft Biometrics (BioSmart), с компанией «Итриум» (контроллер Борей) и терминалом компании LockerBox. Также ключница имеет возможность интеграции с любыми другими системами.<br/><br/>Открытый интернет-протокол интеграторам предоставляется по запросу.</p></div>";https://www.safe.ru/upload/iblock/d48/d48779c49901c1dd97f774440eac48cd.jpg;;790;555/735;170;;37;;;;;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1789;Ключница KMS-50;https://www.safe.ru/upload/resize_cache/iblock/16b/240_240_1/16b007228916de4b07c5572cb681dd7b.jpg;;html;kms-50;html;https://www.safe.ru/upload/iblock/5f6/5f66f087f94bd03f6aa473ba32349c1f.jpg;"<div class=""text-block""><p>Ключница KMS-50 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам</p><p>Описание и состав оборудования комплекта KMS-50:</p><p>Модуль KMS-50:</p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p>Дополнительные инструменты, ПО и гарантия:</p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/16b/16b007228916de4b07c5572cb681dd7b.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест  Ключница KMS-50.pdf;790;555/709;170;;37;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1789;Ключница KMS-50;https://www.safe.ru/upload/resize_cache/iblock/16b/240_240_1/16b007228916de4b07c5572cb681dd7b.jpg;;html;kms-50;html;https://www.safe.ru/upload/iblock/5f6/5f66f087f94bd03f6aa473ba32349c1f.jpg;"<div class=""text-block""><p>Ключница KMS-50 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам</p><p>Описание и состав оборудования комплекта KMS-50:</p><p>Модуль KMS-50:</p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p>Дополнительные инструменты, ПО и гарантия:</p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/16b/16b007228916de4b07c5572cb681dd7b.jpg;https://yarskmebel.tmweb.ru/upload/docs/Общая информация Ключница KMS-50.pdf;790;555/709;170;;37;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1789;Ключница KMS-50;https://www.safe.ru/upload/resize_cache/iblock/16b/240_240_1/16b007228916de4b07c5572cb681dd7b.jpg;;html;kms-50;html;https://www.safe.ru/upload/iblock/5f6/5f66f087f94bd03f6aa473ba32349c1f.jpg;"<div class=""text-block""><p>Ключница KMS-50 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам</p><p>Описание и состав оборудования комплекта KMS-50:</p><p>Модуль KMS-50:</p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p>Дополнительные инструменты, ПО и гарантия:</p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/16b/16b007228916de4b07c5572cb681dd7b.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации Ключница KMS-50.pdf;790;555/709;170;;37;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1789;Ключница KMS-50;https://www.safe.ru/upload/resize_cache/iblock/16b/240_240_1/16b007228916de4b07c5572cb681dd7b.jpg;;html;kms-50;html;https://www.safe.ru/upload/iblock/5f6/5f66f087f94bd03f6aa473ba32349c1f.jpg;"<div class=""text-block""><p>Ключница KMS-50 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам</p><p>Описание и состав оборудования комплекта KMS-50:</p><p>Модуль KMS-50:</p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p>Дополнительные инструменты, ПО и гарантия:</p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/16b/16b007228916de4b07c5572cb681dd7b.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответсвии  Ключница KMS-50.pdf;790;555/709;170;;37;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1790;Ключница KMS-100;https://www.safe.ru/upload/resize_cache/iblock/90c/240_240_1/90c75a9fc11f8f346e1498a13b617931.jpg;;html;kms-100;html;https://www.safe.ru/upload/iblock/5f2/5f233f1c696e6d0053592f3c7e6ea95f.jpg;"<div class=""text-block""><p>Ключница KMS-100 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам.</p><p>Описание и состав оборудования комплекта KMS-100:</p><p>Модуль KMS-100:</p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p>Дополнительные инструменты, ПО и гарантия:</p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/90c/90c75a9fc11f8f346e1498a13b617931.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Ростест  Ключница KMS-100.pdf;976;735/889;170;;57;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1790;Ключница KMS-100;https://www.safe.ru/upload/resize_cache/iblock/90c/240_240_1/90c75a9fc11f8f346e1498a13b617931.jpg;;html;kms-100;html;https://www.safe.ru/upload/iblock/5f2/5f233f1c696e6d0053592f3c7e6ea95f.jpg;"<div class=""text-block""><p>Ключница KMS-100 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам.</p><p>Описание и состав оборудования комплекта KMS-100:</p><p>Модуль KMS-100:</p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p>Дополнительные инструменты, ПО и гарантия:</p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/90c/90c75a9fc11f8f346e1498a13b617931.jpg;https://yarskmebel.tmweb.ru/upload/docs/Общая информация Ключница KMS-100.pdf;976;735/889;170;;57;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1790;Ключница KMS-100;https://www.safe.ru/upload/resize_cache/iblock/90c/240_240_1/90c75a9fc11f8f346e1498a13b617931.jpg;;html;kms-100;html;https://www.safe.ru/upload/iblock/5f2/5f233f1c696e6d0053592f3c7e6ea95f.jpg;"<div class=""text-block""><p>Ключница KMS-100 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам.</p><p>Описание и состав оборудования комплекта KMS-100:</p><p>Модуль KMS-100:</p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p>Дополнительные инструменты, ПО и гарантия:</p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/90c/90c75a9fc11f8f346e1498a13b617931.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по эксплуатации Ключница KMS-100.pdf;976;735/889;170;;57;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1790;Ключница KMS-100;https://www.safe.ru/upload/resize_cache/iblock/90c/240_240_1/90c75a9fc11f8f346e1498a13b617931.jpg;;html;kms-100;html;https://www.safe.ru/upload/iblock/5f2/5f233f1c696e6d0053592f3c7e6ea95f.jpg;"<div class=""text-block""><p>Ключница KMS-100 обеспечивает автономную работу системы и базовые функции программного обеспечения терминала, включая: создание базы данных ключей, пользователей, пин-кодов, карт и отпечатков пальцев, настройку прав доступа пользователей к ключам.</p><p>Описание и состав оборудования комплекта KMS-100:</p><p>Модуль KMS-100:</p><ul><li>электронные компоненты, контроллер управления слотами с выходом Ethernet</li><li>питание от сети 220 В, встроенный аккумулятор (для бесперебойной работы устройства)</li><li>брелоки из нержавеющей стали AISI 304 со встроенными RFID метками, металлические кольца (количество брелоков и колец совпадает с количеством слотов системы KMS)</li><li>стальной корпус, дверца из поликарбаната,6 мм., тип покрытия: порошковое, цвет: серебристый корпус с черными вставками</li><li>опция: окраска дверей в другие цвета из палитры производителя</li></ul><p>Дополнительные инструменты, ПО и гарантия:</p><ul><li>Анкерные болты для крепления</li><li>Бесплатное программное обеспечение к терминалу: UNIS</li><li>Количество колец-пломб (троссиков) соответствуют количеству слотов в ключнице. Дополнительные кольца-пломбы по запросу</li></ul> </div>";https://www.safe.ru/upload/iblock/90c/90c75a9fc11f8f346e1498a13b617931.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответсвии  Ключница KMS-100.pdf;976;735/889;170;;57;порошковое;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
1791;Терминал VIRDI-AC1100/SR100FP-EM;https://www.safe.ru/upload/resize_cache/iblock/128/240_240_1/12830bfc0a9f1dae624dbec1e707bf43.jpg;;html;terminal-virdi-ac1100-sr100fp-em;html;https://www.safe.ru/upload/iblock/c00/c004b6ad924eb7fbba47d4ec284dca28.jpg;"<div class=""text-block""><p>Терминал VIRDI-AC1100/SR100FP-EM с биометрическим сканером отпечатков пальцев обеспечивает управление доступом к ключнице серии KMS. Основные функции терминала включают в себя: работа с базой данных пользователей и ключей, предоставление доступа к ключам по отпечаткам пальцев, RFID-картам или паролю.</p><ul><li>Терминал полностью автономен и способен работать с ключницей без подключения к серверу.</li><li>Терминал работает с картами формата Em-marin.</li><li>Опционально возможна поставка терминала с считывателем формата:</li><li>1) Mifare 13.56;</li></ul><p><b>Возможности терминала Virdi AC-1100:</b></p><ul><li>Сенсорный 4-х цветный LCD дисплей с виртуальной клавиатурой;</li><li>сканер отпечатков пальцев оптический</li><li>встроенный считыватель RFID карт EM-Marin;</li><li>По требованию клиента возможна установка считывателя формата Mifare 13.56;</li><li>Полная автономность системы: возможность работать с базой данных пользователей напрямую через терминал;</li><li>Возможность авторизации пользователя по отпечаткам пальца, по паролю и по RFID-карте;</li><li>Возможность работать с базой данных ключей и пользователей в самом терминале;</li><li>Технические характеристики терминала: количество пользователей до 200.000, изображений и фотографий до 15.000, история событий до 1.000.000, наличие USB, Ethernet, PoE, </li><li>Wiegand выходов для подключения терминала, рабочая температура °С: от -20 до +60;</li><li>Возможность выгрузки базы  данных, историй пользования на flash-носитель через USB-разъем.</li><li>Автоматическая  фиксация событий в журнале;</li><li>Возможность заносить имя пользователя, его данные, настраивать доступ к ключам непосредственно через терминал, не используя компьютер;</li><li>Возможность гибкой настройки опций терминала, смены языка, настройка интерфейса непосредственно через сам терминал.</li></ul> </div>";https://www.safe.ru/upload/iblock/128/12830bfc0a9f1dae624dbec1e707bf43.jpg;;175;150;50;;0,2;;1 год;ПРОМЕТ;Россия;Автоматические системы хранения;Автоматические ключницы;Автоматические ключницы VALBERG;0;RUB
