IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP64;IP_PROP81;IP_PROP325;IP_PROP326;IP_PROP327;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
2806;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_7502.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_7502.jpg;<p>Металлические стойки и полки стеллажа МС-254 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/instr_stellaj.swf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2806;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_7502.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_7502.jpg;<p>Металлические стойки и полки стеллажа МС-254 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/tz/MS.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2806;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_7502.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_7502.jpg;<p>Металлические стойки и полки стеллажа МС-254 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2808;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_7501.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_7501.jpg;<p>Металлические стойки и полки стеллажа МС-244 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/pasport/titan.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2808;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_7501.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_7501.jpg;<p>Металлические стойки и полки стеллажа МС-244 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/instr_stellaj.swf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2808;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_7501.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_7501.jpg;<p>Металлические стойки и полки стеллажа МС-244 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/tz/MS.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2808;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_7501.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_7501.jpg;<p>Металлические стойки и полки стеллажа МС-244 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2810;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_750.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_750.jpg;<p>Металлические стойки и полки стеллажа МС-234 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/pasport/titan.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2810;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_750.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_750.jpg;<p>Металлические стойки и полки стеллажа МС-234 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/instr_stellaj.swf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2810;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_750.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_750.jpg;<p>Металлические стойки и полки стеллажа МС-234 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/tz/MS.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2810;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC_750.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC_750.jpg;<p>Металлические стойки и полки стеллажа МС-234 изготовлены  из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости.  Установка полок на произвольной высоте, шаг крепления полок составляет 25 мм. Допустимая равномерно распределенная нагрузка на одну полку до 150 кг. Допустимая нагрузка на секцию до 750 кг.</p>;;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 750 кг;Готовые комплекты металлических стеллажей МС - 750;;RUB
2812;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_Polka_75012.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_Polka_75012.jpg;"<p>Полки являются одним из основных элементов металлического стеллажа. Установка полок по высоте произвольная - шаг  отверстий для крепления полок составляет 25 мм. Стеллажные полки серии МС-200, изготовленные из высокопрочной  стали специальной марки, позволяют выдерживать <span class=""bold"">равномерно распределенную нагрузку</span> до 200 кг.</p>";;https://paksmet.ru/catalog/pasport/titan.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 900 кг;;;RUB
2812;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_Polka_75012.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_Polka_75012.jpg;"<p>Полки являются одним из основных элементов металлического стеллажа. Установка полок по высоте произвольная - шаг  отверстий для крепления полок составляет 25 мм. Стеллажные полки серии МС-200, изготовленные из высокопрочной  стали специальной марки, позволяют выдерживать <span class=""bold"">равномерно распределенную нагрузку</span> до 200 кг.</p>";;https://paksmet.ru/catalog/instr_stellaj.swf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 900 кг;;;RUB
2812;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_Polka_75012.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_Polka_75012.jpg;"<p>Полки являются одним из основных элементов металлического стеллажа. Установка полок по высоте произвольная - шаг  отверстий для крепления полок составляет 25 мм. Стеллажные полки серии МС-200, изготовленные из высокопрочной  стали специальной марки, позволяют выдерживать <span class=""bold"">равномерно распределенную нагрузку</span> до 200 кг.</p>";;https://paksmet.ru/catalog/tz/MS.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 900 кг;;;RUB
2812;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_Polka_75012.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_Polka_75012.jpg;"<p>Полки являются одним из основных элементов металлического стеллажа. Установка полок по высоте произвольная - шаг  отверстий для крепления полок составляет 25 мм. Стеллажные полки серии МС-200, изготовленные из высокопрочной  стали специальной марки, позволяют выдерживать <span class=""bold"">равномерно распределенную нагрузку</span> до 200 кг.</p>";;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 900 кг;;;RUB
2817;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_Stoyka_MC2.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/Stoyka_MC2.jpg;"<p>Стойки являются одним из основных элементов металлического стеллажа. Шаг отверстий на стойках для крепления полок составляет 25 мм. Стеллажные стойки серии МС-900, изготовленны из высокопрочной стали специальной марки, позволяют выдерживать <span class=""bold""> равномерно распределенную нагрузку на 4 шт. </span> до 900 кг. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>";;https://paksmet.ru/catalog/pasport/titan.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 900 кг;;;RUB
2817;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_Stoyka_MC2.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/Stoyka_MC2.jpg;"<p>Стойки являются одним из основных элементов металлического стеллажа. Шаг отверстий на стойках для крепления полок составляет 25 мм. Стеллажные стойки серии МС-900, изготовленны из высокопрочной стали специальной марки, позволяют выдерживать <span class=""bold""> равномерно распределенную нагрузку на 4 шт. </span> до 900 кг. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>";;https://paksmet.ru/catalog/instr_stellaj.swf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 900 кг;;;RUB
2817;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_Stoyka_MC2.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/Stoyka_MC2.jpg;"<p>Стойки являются одним из основных элементов металлического стеллажа. Шаг отверстий на стойках для крепления полок составляет 25 мм. Стеллажные стойки серии МС-900, изготовленны из высокопрочной стали специальной марки, позволяют выдерживать <span class=""bold""> равномерно распределенную нагрузку на 4 шт. </span> до 900 кг. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>";;https://paksmet.ru/catalog/tz/MS.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 900 кг;;;RUB
2817;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_Stoyka_MC2.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/Stoyka_MC2.jpg;"<p>Стойки являются одним из основных элементов металлического стеллажа. Шаг отверстий на стойках для крепления полок составляет 25 мм. Стеллажные стойки серии МС-900, изготовленны из высокопрочной стали специальной марки, позволяют выдерживать <span class=""bold""> равномерно распределенную нагрузку на 4 шт. </span> до 900 кг. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>";;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 900 кг;;;RUB
2829;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_MC_TM_nastil.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_nastil.jpg;<p>Изготовлена из высококачественного  оцинкованного металла специальной марки. При установки металлических полок необходимо дополнительно приобрести одну стяжку  МС-Т-М. Для балок длиной 1510 мм необходимо 10 наборных полок, для балок длиной 1820 - 12 наборных полок. Каждая полка имеет специальный загиб для прочного последовательного соединения последующих.</p>;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_polka.jpg;https://paksmet.ru/catalog/pasport/titan_mst.pdf;;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2829;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_MC_TM_nastil.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_nastil.jpg;<p>Изготовлена из высококачественного  оцинкованного металла специальной марки. При установки металлических полок необходимо дополнительно приобрести одну стяжку  МС-Т-М. Для балок длиной 1510 мм необходимо 10 наборных полок, для балок длиной 1820 - 12 наборных полок. Каждая полка имеет специальный загиб для прочного последовательного соединения последующих.</p>;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_polka.jpg;https://paksmet.ru/catalog/tz/MS-T.docx;;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2829;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_MC_TM_nastil.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_nastil.jpg;<p>Изготовлена из высококачественного  оцинкованного металла специальной марки. При установки металлических полок необходимо дополнительно приобрести одну стяжку  МС-Т-М. Для балок длиной 1510 мм необходимо 10 наборных полок, для балок длиной 1820 - 12 наборных полок. Каждая полка имеет специальный загиб для прочного последовательного соединения последующих.</p>;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_polka.jpg;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2829;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_MC_TM_nastil.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_nastil.jpg;<p>Изготовлена из высококачественного  оцинкованного металла специальной марки. При установки металлических полок необходимо дополнительно приобрести одну стяжку  МС-Т-М. Для балок длиной 1510 мм необходимо 10 наборных полок, для балок длиной 1820 - 12 наборных полок. Каждая полка имеет специальный загиб для прочного последовательного соединения последующих.</p>;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_T_metal.jpg;https://paksmet.ru/catalog/pasport/titan_mst.pdf;;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2829;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_MC_TM_nastil.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_nastil.jpg;<p>Изготовлена из высококачественного  оцинкованного металла специальной марки. При установки металлических полок необходимо дополнительно приобрести одну стяжку  МС-Т-М. Для балок длиной 1510 мм необходимо 10 наборных полок, для балок длиной 1820 - 12 наборных полок. Каждая полка имеет специальный загиб для прочного последовательного соединения последующих.</p>;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_T_metal.jpg;https://paksmet.ru/catalog/tz/MS-T.docx;;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2829;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_MC_TM_nastil.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_TM_nastil.jpg;<p>Изготовлена из высококачественного  оцинкованного металла специальной марки. При установки металлических полок необходимо дополнительно приобрести одну стяжку  МС-Т-М. Для балок длиной 1510 мм необходимо 10 наборных полок, для балок длиной 1820 - 12 наборных полок. Каждая полка имеет специальный загиб для прочного последовательного соединения последующих.</p>;https://paksmet.ru/components/com_jshopping/files/img_products/full_MC_T_metal.jpg;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2833;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_Stoyka_MC_T.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/Stoyka_MC_T.jpg;"<p>Шаг отверстий на стойках для крепления балок составляет 50 мм. Стеллажные стойки серии МС-Т, изготовленны из высокопрочной стали специальной марки, позволяют выдерживать <span class=""bold""> равномерно распределенную нагрузку на 4 шт. </span> до 2500 кг.  Поставляютсяв вакуумной упаковке по 4 шт. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>";;https://paksmet.ru/catalog/pasport/titan_mst.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2833;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_Stoyka_MC_T.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/Stoyka_MC_T.jpg;"<p>Шаг отверстий на стойках для крепления балок составляет 50 мм. Стеллажные стойки серии МС-Т, изготовленны из высокопрочной стали специальной марки, позволяют выдерживать <span class=""bold""> равномерно распределенную нагрузку на 4 шт. </span> до 2500 кг.  Поставляютсяв вакуумной упаковке по 4 шт. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>";;https://paksmet.ru/catalog/tz/MS-T.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2833;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_Stoyka_MC_T.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/Stoyka_MC_T.jpg;"<p>Шаг отверстий на стойках для крепления балок составляет 50 мм. Стеллажные стойки серии МС-Т, изготовленны из высокопрочной стали специальной марки, позволяют выдерживать <span class=""bold""> равномерно распределенную нагрузку на 4 шт. </span> до 2500 кг.  Поставляютсяв вакуумной упаковке по 4 шт. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>";;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2837;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_Fanera.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_Fanera.jpg;<p>Полка МС-Т укладывается на балки МС-Т на специальные загибы, что предотвращает ее смещение в процессе эксплуатации. Изготовлена из высококачественной обработанной фанеры толщиной 10 мм.</p>;;https://paksmet.ru/catalog/pasport/titan_mst.pdf;;;10 мм;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2837;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_Fanera.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_Fanera.jpg;<p>Полка МС-Т укладывается на балки МС-Т на специальные загибы, что предотвращает ее смещение в процессе эксплуатации. Изготовлена из высококачественной обработанной фанеры толщиной 10 мм.</p>;;https://paksmet.ru/catalog/tz/MS-T.docx;;;10 мм;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2837;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_Fanera.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_Fanera.jpg;<p>Полка МС-Т укладывается на балки МС-Т на специальные загибы, что предотвращает ее смещение в процессе эксплуатации. Изготовлена из высококачественной обработанной фанеры толщиной 10 мм.</p>;;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;;;10 мм;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2844;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_balka.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_balka.jpg;<p>Балки металлического стеллажа ТИТАН-МС-Т крепятся к стойкам при помощи двух замков с зацепом, изготовлены из высококачественной профилированной стали. Балки поставляются в вакуумной упаковке  по 8 шт. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;;https://paksmet.ru/catalog/pasport/titan_mst.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2844;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_balka.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_balka.jpg;<p>Балки металлического стеллажа ТИТАН-МС-Т крепятся к стойкам при помощи двух замков с зацепом, изготовлены из высококачественной профилированной стали. Балки поставляются в вакуумной упаковке  по 8 шт. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;;https://paksmet.ru/catalog/tz/MS-T.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2844;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_full_balka.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/full_balka.jpg;<p>Балки металлического стеллажа ТИТАН-МС-Т крепятся к стойкам при помощи двух замков с зацепом, изготовлены из высококачественной профилированной стали. Балки поставляются в вакуумной упаковке  по 8 шт. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL;10 лет;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;;;RUB
2850;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC___8.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC___8.jpg;<p>Металлический стеллаж МС-Т 18764-2.0 состоит из стоек, продольных и боковых балок. Стойки стеллажа изготовлены из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости. Настилом для стеллажа служат листы фанеры толщиной 10 мм. Балки металлического стеллажа крепятся к стойкам при помощи двух замков с зацепом и надежно фиксируют стойки в вертикальном положении. Шаг перестановки полок по высоте 50 мм. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;;https://paksmet.ru/catalog/pasport/titan_mst.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL.;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;Готовые комплекты металлических стеллажей МС - Т;;RUB
2850;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC___8.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC___8.jpg;<p>Металлический стеллаж МС-Т 18764-2.0 состоит из стоек, продольных и боковых балок. Стойки стеллажа изготовлены из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости. Настилом для стеллажа служат листы фанеры толщиной 10 мм. Балки металлического стеллажа крепятся к стойкам при помощи двух замков с зацепом и надежно фиксируют стойки в вертикальном положении. Шаг перестановки полок по высоте 50 мм. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;;https://paksmet.ru/catalog/tz/MS-T.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL.;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;Готовые комплекты металлических стеллажей МС - Т;;RUB
2850;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MC___8.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MC___8.jpg;<p>Металлический стеллаж МС-Т 18764-2.0 состоит из стоек, продольных и боковых балок. Стойки стеллажа изготовлены из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости. Настилом для стеллажа служат листы фанеры толщиной 10 мм. Балки металлического стеллажа крепятся к стойкам при помощи двух замков с зацепом и надежно фиксируют стойки в вертикальном положении. Шаг перестановки полок по высоте 50 мм. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;;https://paksmet.ru/catalog/sertifikat/NS-2.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL.;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;Готовые комплекты металлических стеллажей МС - Т;;RUB
2852;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MCT54.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MCT54.jpg;<p>Металлический стеллаж МС-Т 18765-2.5 состоит из стоек, продольных и боковых балок. Стойки стеллажа изготовлены из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости. Настилом для стеллажа служат листы фанеры толщиной 10 мм. Балки металлического стеллажа крепятся к стойкам при помощи двух замков с зацепом и надежно фиксируют стойки в вертикальном положении. Шаг перестановки полок по высоте 50 мм. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;;https://paksmet.ru/catalog/pasport/titan_mst.pdf;Светло-серый RAL 7035, возможность окраски в любые цвета RAL.;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;Готовые комплекты металлических стеллажей МС - Т;;RUB
2852;;https://paksmet.ru/components/com_jshopping/files/img_products/thumb_MCT54.jpg;;html;;html;https://paksmet.ru/components/com_jshopping/files/img_products/MCT54.jpg;<p>Металлический стеллаж МС-Т 18765-2.5 состоит из стоек, продольных и боковых балок. Стойки стеллажа изготовлены из высокопрочной стали специальной марки, имеют дополнительные ребра жесткости. Настилом для стеллажа служат листы фанеры толщиной 10 мм. Балки металлического стеллажа крепятся к стойкам при помощи двух замков с зацепом и надежно фиксируют стойки в вертикальном положении. Шаг перестановки полок по высоте 50 мм. Полимерное порошковое покрытие светло-серого цвета (RAL 7035).</p>;;https://paksmet.ru/catalog/tz/MS-T.docx;Светло-серый RAL 7035, возможность окраски в любые цвета RAL.;;;;Металлические стеллажи;Стеллажи с нагрузкой до 2500 кг;Готовые комплекты металлических стеллажей МС - Т;;RUB
